,source_article,updated_label
1671,"Christina's shoes are superior, because they're made from one hundred percent snakeskin, not synthetic materials.",fallacy of credibility
1672,"Global chocolate consumption is highest in Switzerland, yet people there are among the trimmest in the industrialized world. Therefore, it is reasonable to conclude that chocolate helps keep your weight down.",false causality
1673,"Most of my testimony about the defendant was the opposite of what I actually believe but I'll bet there's no expert witness who has always told the truth from the time they were old enough to talk, so I'm no less honest than they are.",faulty generalization
1674,Theft is taking something without permission; tax has the implicit agreement of society.,circular reasoning
1675,"John: We should oppose any attempt to register firearms. Such regulation is the first step to confiscation of all weapons and the elimination of our constitutional right to bear arms.

Ted: This is preposterous. Many things in society are registered, such as cars, babies, boats, and lanes, yet these items have never been confiscated.",faulty generalization
1676,"ghosts must exist, because nobody has been able to prove that they don't is an example of",intentional
1677,We know God exists because he made everything,circular reasoning
1678,"If I say that a surgeon should be allowed to use a guidebook to carry out surgery like a student can use open notes on a test, I have made a",fallacy of logic
1679,"It could potentially lower the amount of gun violence by providing thirsty young men with some much-needed release, and by being socialized, it removes the barrier of ""wealth"" from preventing any individual from fulfilling a biological imperative.",circular reasoning
1680,frenchie is an autist,prejudicial language
1681,He is open with being a socialist. That should be as bad as openly declare yourself as a fascist or a nazist.,ad hominem
1682,"If you don't say the pledge of allegiance, then you must be a traitor.",false dilemma
1683,"""Florida is the most important state because it has sun and beaches.""",fallacy of extension
1684,"You support capital punishment just because you want an “eye for an eye,” but I have several good reasons to believe that capital punishment is fundamentally wrong.",fallacy of extension
1685,"""Everytime I wash my car it rains; therefore, washing my car makes it rain.""",false causality
1686,"I am committed to preserving traditional marriage, the union of one man and one woman.",fallacy of credibility
1687,You have brain damage :(,prejudicial language
1688,"The lack of a common unified culture means people can only relate to people based on universal values. People often mistakenly project their cultural beliefs onto other people as universal values, taking them for granted. It leaves only our most basic instincts to relate to people with.",fallacy of red herring
1689,Sleeping until noon is the worst thing to do because it is bad to sleep late.,circular reasoning
1690,I am voting for Smith for President because the rest of my family is voting for him.,ad populum
1691,"The Holocaust was not known about nor was there any evidence for it right up until the final weeks of WWII even by supporter's views.
On top of this even they admit knowledge of the Holocaust and filling in of blanks didn't happen until the 70's when the Eichmann trials and media blitz took place",false causality
1692,"Cellphones weren’t invented before I was born. Now, they are everywhere! Therefore, cellphones were created because I was born.",false causality
1693,", if everyone else is doing something, it must be right/good.",ad populum
1694,"The universe has a beginning. Every thing that has a beginning has a cause. Therefore, the universe has a cause called God.",circular reasoning
1695,"""You're clearly just too young to understand what’s happening.” The statement is an example of…",ad hominem
1696,"Mr. Casal got sick last week, so it was likely due to the students.",circular reasoning
1697,"People generally like to walk on the beach.  Beaches have sand.  Therefore, having sand floors in homes would be a great idea!",fallacy of logic
1698,"All the popular guys at school are dyeing their hair purple, so you should, too!",ad populum
1699,This persuasive technique is used to make you feel left out if you don't join the group.,ad populum
1700,Quite the contrary: The Senator thinks the environment is such a wreck that no one's car choice or driving habits would make the slightest difference.,fallacy of extension
1701,Discoveries from Archimedes should be dismissed because he made them in a bathtub and not a proper university laboratory.,ad hominem
1702,Force people to choose between two extreme choices intentionally ignoring the whole spectrum of other possibilities.,false dilemma
1703,"Either way, the most powerful being can't become more powerful if they are already the most powerful. The most powerful is the most powerful, their ability to change how powerful they are is irrelevant if they are always the most powerful.",fallacy of red herring
1704,"The mother of a young child tells him to go to bed, and he begins to ask questions, say that he is hungry, or say that he needs to go to the bathroom-all to avoid bed and distract mom.",fallacy of red herring
1705,"""I can't understand how such a low performance student is able to talk about politics"" is an example of",ad hominem
1706,"Yesterday you were 5 minutes late, today 10, and tomorrow you won't even show up!",faulty generalization
1707,"Taxation is theft. Theft is immoral. If the universal healthcare is financed through taxes, then implementing it is morally unjustifiable.",circular reasoning
1708,Some of its followers tend towards violence.,fallacy of red herring
1709,"A local politician plans to expand the municipality's cycle network and to add several new speed cameras in densely populated areas. Their opponent says, ""They want us all to give up driving forever. They're punishing the honest car owners and commuters that help pay these politicians' salaries.""",fallacy of extension
1710,"To justify support for a position by citing an esteemed or well-known figure who supports it.

Para justificar el apoyo a una posición citando a una figura estimada o conocida que lo apoya.",fallacy of credibility
1711,There is not a single piece of evidence for it.,fallacy of red herring
1712,"""I'd like to punch him in the face."" - Donald Trump (Feb. 2016, at a campaign rally, remarks directed at a protester who was being escorted out of the rally.)",appeal to emotion
1713,I met a tall man who loved to eat cheese. Now I believe that all tall people like cheese.,faulty generalization
1714,"""Dra. Vicky Belo said that all kind of cars need fuel to start.""

What fallacy is being committed in the sentence above?",fallacy of credibility
1715,Either you text your friend or you don't have any fun at all.,false dilemma
1716,"I don't know about you, but I would never take the word of a woman who never finished school.",ad hominem
1717,"""I drank bottled water and now I am sick, so the water must have made me sick.""

What logical fallacy is used in the statement above?",false causality
1718,"If the state can require car seats for small children and infants, they can just as easily require mothers to breast-feed instead of using formula.",fallacy of logic
1719,"Education is important for the future of the American people and our country.   So, you should choose to study at St. Cloud State University.",fallacy of red herring
1720,"The number of off-leash dogs I've seen in Livingston is completely unacceptable. Let's make our streets safe again by addressing this dog problem, before our city becomes a haven for criminals.",fallacy of red herring
1721,Even though people say we are going to behave; we know they won't behave well.,faulty generalization
1722,"The Senator thinks we can solve all our ecological problems by driving a Prius

Quite the contrary, the Senator thinks the environment is such a wreck that no one’s car choice or driving habits would make the slightest difference",fallacy of extension
1723,"It looks like the waiter forgot to charge us for the expensive bottle of champagne.  Let’s just leave -- after all, if he overcharged us, I doubt he would chase us down to give us our money back that we overpaid.",fallacy of red herring
1724,"Either you decide that you can afford this stereo, or decide not to have music for a while",false dilemma
1725,"""If you don't believe in God, you'll go to hell!"" is an example of:",appeal to emotion
1726,See the movie that everybody's talking about,ad populum
1727,"Jeannette has an upcoming exam in anatomy and physiology. It will cover the four chapters read and discussed over the last month. Jeannette hasn’t studied. Though there are well over 200 terms she will be expected to remember, Jeannette knows that her memory is great. She will remember the terms just from having heard them mentioned in class. After all, because of her excellent memory, she got through high school without studying. Despite her faith in her memory, her lack of studying results in an F on the exam.",appeal to emotion
1728,This is exactly the problem with tabs,false causality
1729,"It's marketed to developers by billion dollar Facebook, a company historically intent on squashing startups.",ad hominem
1730,America is still living in a racist time against African Americans,circular reasoning
1731,The newest brand jeans that everyone is wearing are called Blue Dogs. Blue Dogs are being worn by all young teens. Be sure to go out and buy your new jeans at your local mall.,ad populum
1732,No other international movement/NGO/protest group only uses telegram.,fallacy of credibility
1733,"Very prominant figures in our history, such as Eleanor Roosevelt, Gandhi, and Rosa Parks have been introverted",false causality
1734,"“If we let teenagers wear whatever they want to school, they will no longer respect the rules and academic performance will decline.”",faulty generalization
1735,Don't listen to her advice about math. She doesn't even know how to tie her own shoes!,ad hominem
1736,"Student: Logical Fallacies have nothing to do with my life and I don’t want to learn them!
Teacher: You are too young to understand why it’s important!
Estudiante: ¡Las falacias lógicas no tienen nada que ver con mi vida y no quiero aprenderlas!
Maestro: Eres demasiado joven para entender por qué es importanto!",ad hominem
1737,Marie notices that many of her friends have started eating a low-carb diet and drinking protein shakes. Marie decides that if this many friends are eating this way that this must be the healthy way to eat so she joins them. This is an example of which logical fallacy?,ad populum
1738,"Each brick in that building weighs less than a pound.  Therefore, the building weighs less than a pound.Example #2:
Hydrogen is not wet.  Oxygen is not wet.  Therefore, water (H2O) is not wet.",faulty generalization
1739,People are uneducated. Massive open online courses could theoretically address the flaw.,false causality
1740,Existing wrongs and imbalances can not be - in reasonable time - fixed by means of equal opportunities (level playing field). Therefore positive discrimination is a necessary lesser evil.,circular reasoning
1741,"""Ghosts exist.... because I saw a ghost in my closet,"" is an example of what logical fallacy?",circular reasoning
1742,"If we allow students to have cell phones, it will lead to chaos in the classroom.  If we have chaos in the classroom, the students will fail to learn.  If they fail to learn, their lives will be ruined forever!",faulty generalization
1743,"Global chocolate consumption is highest in Switzerland, yet people there are among the trimmest in the industrialized world. Therefore, it's reasonable to conclude that chocolate helps keep your weight down.",false causality
1744,"In response to the fallacy report:
1) I hate balloons.
2) I am one person out of billions, not millions.
3) You should have realized by now that the two premises I have posted in this thread are joking in nature, and not legitimate arguments.",fallacy of red herring
1745,"This is an example of what?
""Attacks the arguer instead of the argument""",ad hominem
1746,AttP 3: Shirley MacLaine selling copies to many people makes her topic of choice true.,ad populum
1747,"Criminals usually wouldn't care if they were going to commit crime (like robbing a bank, for ex.) about breaking a separate crime, due to them being criminals, therefore making gun control only negatively affecting the upstanding citizens who want to stop crime by using guns. Gun control is useless.",fallacy of red herring
1748,You're with us or you're against us.,false dilemma
1749,Most people who are taxed do not live in a totalitarian dictatorship where the monarch owns all property and currency.,fallacy of red herring
1750,It's best thing we got so far.,ad populum
1751,I don't see anyone putting in effort anytime soon,ad populum
1752,My brother Humza eats cheeseburgers and pizza. He is thin. Cheeseburgers and pizza aren’t the cause of obesity.,faulty generalization
1753,"My father smoked four packs of cigarettes a day since age fourteen and lived until age sixty-nine. Therefore, smoking really can’t be that bad for you.",faulty generalization
1754,"Criminals tend to ignore laws (especially gun laws). Guns laws are only obeyed by law abiding citizens, who wouldn't cause problems anyways",ad hominem
1755,Some people have more than they need and could give to those in need.,fallacy of red herring
1756,"Once a statically typed language is learnt, it's easier to switch to / learn a dynamic typed one then the other way around.",fallacy of red herring
1757,"It's common sense that if you smack your children, they will stop the bad behavior. So don't tell me not to hit my kids.",intentional
1758,"Although we have proven that the moon is not made of spare ribs, we have not proven that its core cannot be filled with them; therefore, the moon’s core is filled with spare ribs.",intentional
1759,It has given America several opportunities for economic growth. Capitalism has made things cheaper and keeps businesses from going bankrupt fast. Many have benefitted from capitalism because they worked and are able to get necessities as opposed to trying to cheat the system.,false causality
1760,"According to my brain, my brain is reliable.",circular reasoning
1761,You moved the goalposts or made up an exception when your claim was shown to be false.,intentional
1762,"Ruby is a type of mineral, which forms over billions of years. Pythons live and die many generations per generation of Ruby.",faulty generalization
1763,"Richard Dawkins, an evolutionary biologist and perhaps the foremost expert in the field, says that evolution is true. Therefore, it's true.",fallacy of credibility
1764,"So you are saying your car is worth $20k.  I think it is worth $1, so let’s just compromise and say it is worth $10k. (Assuming the car is worth $20k)",fallacy of red herring
1765,"In the United States, one can vote for either Democrats or Republicans.",false dilemma
1766,If aliens want to kill us we don't have the technology to defend ourselves,fallacy of red herring
1767,"Maury: Please put all my chips on red 21.
Dealer: Are you sure you want to do that?  Red 21 just came up in the last spin.
Maury:  I didn’t know that!  Thank you!  Put it on black 15 instead.  I can’t believe I almost made that mistake!",false causality
1768,"Hydrogen is not wet.  Oxygen is not wet.  Therefore, water (H2O) is not wet.Example #3:
Your brain is made of molecules.  Molecules are not the source of consciousness.  Therefore, your brain cannot be the source of consciousness.",faulty generalization
1769,We can either stop using cars or destroy the earth.,false dilemma
1770,uses irrelevant information or other techniques to distract from the argument at hand,fallacy of red herring
1771,"The economy continues to grow as the number of ""likes"" on my Instagram account continue to increase. Clearly, the two are linked.",false causality
1772,"Is any of this evidence different from evidence provided by Herman Rosenblat? A man who has admitted it was merely 'real in his head'? How precisely is the evidence different from that provided by Ellie Wiesel, who wrote a book Night - A former friend from the camp does not recognize Elie Wiesel.",fallacy of credibility
1773,Yes! It wouldn't be insanity! Insane people talk to themselves and answer back!,ad hominem
1774,"Only God knows, because he created everything living.",circular reasoning
1775,Asking a respected scientist to weigh in on matters of economics is what fallacy?,fallacy of credibility
1776,or group in order to discredit an idea with which the person or group is associated; distracts the reader from the real issue,ad hominem
1777,"If we let the government implant tracking devices in criminals, it's not going to stop there! They're going to want to track school children and eventually everyone!",faulty generalization
1778,"But you have to let me go to the party! If I don't go to the party, I'll be a loser with no friends. Next thing you know, I'll end up alone and jobless, living in your basement when I'm 30!",faulty generalization
1779,Communism has directly lead to more innocent deaths than Fascism. Therefore we should embrace Fascism whenever it will save us from Communism. Banning Fascism might cause far greater harm.,fallacy of red herring
1780,"Speaker 1: I think we should lower the age of sexual consent to 16.
Speaker 2: 16 year olds are children. So, you think it’s OK for children to have sex? No, we shouldn’t lower the age of consent.",fallacy of extension
1781,Plagiarism is deceitful because it is dishonest.,circular reasoning
1782,"“Pain-Away worked for me, so it’s sure to work for you, too.”",faulty generalization
1783,Communism has directly lead to more innocent deaths than Fascism. Therefore we should embrace Fascism whenever it will save us from Communism. Banning Fascism might cause far greater harm.,prejudicial language
1784,The book of Mormon was translated perfectly.,circular reasoning
1785,This is an example of which fallacy?,ad populum
1786,"Roommate A: We need to talk about your dog. He keeps peeing everywhere and making a mess.
Roommate B: It's not as big of a problem as your cat. The thing sheds all over my clothes!
The above is an example of",fallacy of red herring
1787,"Prof. Jones: ""The university just cut our yearly budget by $10,000."" Prof. Smith: ""What are we going to do?"" Prof. Brown: ""I think we should eliminate one of the teaching assistant positions. That would take care of it."" Prof. Jones: ""We could reduce our scheduled raises instead."" Prof. Brown: "" I can't understand why you want to bleed us dry like that, Jones.""",fallacy of extension
1788,"- Style consistency is a crucial to understand code.
- On the other hand, most arguments fall back to arbitrary personal preferences.
- Widely followed style guides set spaces as the convention and most code uses spaces.
Thus, keeping up with this convention makes developer life easier.",ad populum
1789,Sandra is an angel from heaven. She gave me a free lunch today.,fallacy of logic
1790,"“This is how most schools evaluate their students, so it must be effective.”",ad populum
1791,"""How am I to get in?"" asked Alice again, in a louder tone.
""Are you to get in at all?"" said the Footman, ""That's the first question, you know.""",intentional
1792,"What constitutes proof? Proof requires an advocate and a skeptic to reach agreement, that is all proof is (in the material sciences). Two parties might never agree not because either is wrong in an absolute sense, but because they do not share initial axioms.",false causality
1793,"“I really deserve an “A” on this paper, professor. Not only did I study during my grandmother’s funeral, but I also passed up the heart transplant surgery, even though that was the first matching donor in 3 years.”",appeal to emotion
1794,Mrs. Sedik really knows math; she would be an excellent math instructor.,fallacy of logic
1795,"""I think that the use of marijuana as a medical treatment shouldn't even be considered. If we make drugs legal in a few cases, then we might eventually have to completely legalize them - which is even crazier than Proposition 215. If we want to help people out by letting them do illegal things, then let's just get rid of all our laws.""",faulty generalization
1796,"""Shell was charged with misleading advertising in its Platformate advertisements. A Shell spokesman said: 'The same comment could be made about most good advertising of most products.'""",ad populum
1797,Wife: “I see Mr. Smith is cooking out on his new barbecue grill.” Husband: “So his wife finally got fed up with his unfaithfulness!”,equivocation
1798,"The economy continues to grow as the number of likes on my Instagram account continue to increase. Clearly, the two are linked.",false causality
1799,"Who gives a shit to today's economists. They know shit about economy. It abhors me to read Piketty's ""solutions"" to 2008/9 crisis, it is really a hopeless field of study.
It's like 1900 all over again.",prejudicial language
1800,Do you support freedom and the right to bear arms ?,intentional
1801,"I don't want my country, nor any other, to be turned into a shithole just like every other country to ever effectively pursue communism.",false causality
1802,penis,prejudicial language
1803,"(1) William Dembski argues that modern biology supports the idea that there is an intelligent designer who created life.
(2) Dembski would say that because he’s religious.
Therefore:
(3) Modern biology doesn’t support intelligent design",ad hominem
1804,"If you don’t say the Pledge of Allegiance, then you must be a traitor.",false dilemma
1805,"Alright, this is what you wrote on that 'admin' discord when I suggested using a poll to see if people would like longer sessions.
""
People don't know their shit from their food tho
As we are it's worked out pretty well, polls are a popularity thing whereas informed debate and consent are better",ad hominem
1806,"because the less intellectual a man is, the more love for money he will grow",prejudicial language
1807,"Every time we sacrifice virgins, it rains. Therefore, sacrificing virgins causes it to rain.",false causality
1808,"How do you square your hatred of analyzing the Jewish supposed holocaust of 6 million (a figure that was thrown around pre 1900 to represent 'all Jews') - with the far greater genocide of 110 million Africans in the slave trade, when 85%+ of documented slave traders were Jewish? 90% died on ships.",fallacy of red herring
1809,Just because an application uses part of a framework does not necessarily mean that the entire framework needs to be bundled.,false causality
1810,"OP seems to have a general problem defining ""change"" and how we as humans can observe change. It has absolutely nothing to do with the original premise anymore and therefore I consider OP's further comments to be irrelevant.",fallacy of red herring
1811,"""How could you not believe in ghosts? Roughly two billon people believe in them, so don't you think you should reconsider your opinion?""",ad populum
1812,"I think scientists are wrong. There is no such thing as global warming. I just finished talking to my boss, and he thought the idea was ridiculous.",fallacy of credibility
1813,"We haven’t found the ruins of Troy, so the city of Troy didn’t really exist.",intentional
1814,it also allows people to spread out 'fake' knowledege (by fake I mean anything that is not true or it is simply a fallacy),circular reasoning
1815,"""All eighteen-year-olds have the right to vote because it's legal for them to vote.""",circular reasoning
1816,"I’m know Joe Bob’s my boss, but I’m not going to take orders from someone who can’t even dress professionally for work.",ad hominem
1817,"An abusive attack against someone making the argument, instead of the argument itself, is called a/an",ad hominem
1818,"""Do the best for your baby""  is an example of ...",appeal to emotion
1819,"If you told a person, ""I think we should all stay inside to bend the curve of COVID-19"" and they replied, ""so I guess you want people to lose their jobs then,"" what logical fallacy are they using?",fallacy of extension
1820,"it is false that the absence of capitalism cannot be tested, or has never been tested. assuming that we can never remove it, invalidates this objection.",fallacy of red herring
1821,Tommy went to go swimming for the afternoon and later bought a lottery ticket. He won the lottery which must mean that swimming makes you win the lottery.,false causality
1822,"You let my sister pierce her ears when she was 11, so you should let me stay up until midnight.",fallacy of logic
1823,"If you had school pride like the rest of us do, you would wear a mountain lion costume every day.",ad populum
1824,"Cassie has no school spirit—she never comes to any of our football games.
guilt by association: a negative association intended to discredit someone or something",false dilemma
1825,Believing that the cause of the Reformation was simply Martin Luther posting his theses,false causality
1826,"The reason everyone wants the new ""Slap Me Silly Elmo"" doll is because this is the hottest toy of the season!",circular reasoning
1827,"Even if Adam had dominion over the world, his heirs had no right that continue that dominion",fallacy of red herring
1828,"Speaker 1: I think the idea of a moral law requires the existence of a lawgiver (i.e. God).
Speaker 2: Of course you would say that. You’re a Christian. Why should we listen to you?",ad hominem
1829,It would turn us all into communists,ad populum
1830,"Says Robot 2, attacking Robot 1 instead of his arguments.",ad hominem
1831,"""Adam had not, either by natural right of fatherhood or by positive donation from God, any such authority over his children, nor dominion over the world as is pretended""",fallacy of red herring
1832,Your either for America or against her!!!,false dilemma
1833,A persuasive technique used in media messages that appeals to the “everyone is doing it” mentality,ad populum
1834,"""Every time I forget my lunch bag, school ends early"" is an example of",false causality
1835,"BILL CLINTON: But when Joe McCarthy went around this country attacking people’s patriotism, he was wrong. He was wrong. And a senator from Connecticut stood up to him named Prescott Bush. Your father was right to stand up to Joe McCarthy, you were wrong to attack my patriotism. I was opposed to the war but I loved my country… Debate 1,
October 11, 1992
St. Louis, Missouri
What logical fallacy did Clinton’s statement employ?",ad hominem
1836,"The Church used to claim that giving 10% of your income to the Church will free a child’s soul from Limbo into Heaven, so clearly giving money to the Church is a scam!",false causality
1837,"Often, we are not sure that the accused are actually guilty, and the risk of wrongfully torturing a man is too great to tolerate.",fallacy of red herring
1838,You can not override builtin data structures,ad populum
1839,Why are you criticizing the Anti-Terror Law? Are you a terrorist?,fallacy of extension
1840,"President Jones raised taxes, and then the rate of violent crime went up. Jones is responsible for the rise in crime.",false causality
1841,It has been tied to a decrease in sexual violence towards women.,faulty generalization
1842,"“Because young male drivers are twice as likely to get into a car accident, they should pay more for car insurance.”",faulty generalization
1843,"I believe one should never deliberately hurt another person, that’s why I can never be a surgeon.",faulty generalization
1844,"Everyone should be patient and wait for his or her turn in line. However, I need to go to the front because I am late for an appointment.",intentional
1845,I have been accused of using an ad hominem approach in trying to defend my research. But those who attack me and my research are also using ad hominem. And they started it!,ad hominem
1846,"When an advertiser tries to make a connection with the audience emotionally through sappy stories, music, sad puppies, etc...",appeal to emotion
1847,Linking to a video is like telling someone to fuck off.,prejudicial language
1848,"You said that because an authority thinks something, it must therefore be true.",fallacy of credibility
1849,"If we are too scared to open the economy completely, then we'll have to keep it closed forever.",false dilemma
1850,"Style consistency is a crucial element in code comprehension.
On the other hand, most arguments fall back to arbitrary personal preferences.
Widely followed style guides set spaces as the convention and most code uses spaces. Keeping up with this makes developer life easier.",false causality
1851,"""Guys are messy and unclean, but are really hard workers."" is an example of ...",faulty generalization
1852,"Boris is not qualified to make suggestions about our penal system. As an ex-convict, he would always take the criminals’ side.",ad hominem
1853,Check out the pretty lights.  Don’t look behind the curtain.,fallacy of red herring
1854,"This is the philosophy section, not religion. GTFO.",fallacy of red herring
1855,"if people exist who do evil unless x, it doesnt follow that we should allow x. Especialy when discussing whether x is evil or not",slothful induction
1856,"Illegal drug users are, by definition, criminals. And criminality generally negatively impacts your life. Therefore this entire thread of argumentation appears to be flawed.",fallacy of slippery slope
1857,"Lolita: Since about half the people in the world are female, the chances of the next person to walk out that door being female is about 50/50.
Celina: Do you realize that is the door to Dr. Vulvastein, the gynecologist?",false causality
1858,"At the same time, capitalism exploits natural disasters and, in the sense of climate change, contributes to them.",false causality
1859,"The fact that humans (in modern societies) can now have a healthy and fulfilling diet without the need to kill animals for their protein, makes it immoral to continue killing sentient beings just for their taste. If we can avoid killing it is our moral duty to do so.",ad populum
1860,"all the good things in the world can be traced back to capitalism, as well",slothful induction
1861,"Natural=/= right or wrong
Rape is natural but wrong
Adopting a child is unnatural but right",fallacy of red herring
1862,A mother who tells the pediatrician that she doesn't trust his judgment because he's never been a mother.,ad hominem
1863,All my friends are doing a low carb diet. That must be the only way to lose weight so I will do it too.,ad populum
1864,"My family is this school's biggest donor so, you better think about that bad grade you gave me on my test.",appeal to emotion
1865,What persuasive technique is being used in this photo?,ad populum
1866,"Mormonism is one of the fastest growing sects of Christianity today so that whole story about Joseph Smith getting the golden plates that, unfortunately, disappeared back into heaven, must be true!",ad populum
1867,Every severe recession follows a Republican Presidency; therefore Republicans are the cause of recessions.,false causality
1868,Simply believe otherwise,ad populum
1869,"Famous actors like Alex Gonzaga and Philip Salvador support Oplan Tokhang, so it must be an effective operation.",fallacy of credibility
1870,"""Don't make me angry; you won't like me when I'm angry.""",appeal to emotion
1871,"Jen: Don’t you realize that all this drinking you are doing is making your family miserable?
Bridget: Yes, I do.
Jen: Then what are you doing about it?
Bridget: Drinking to forget.
",false causality
1872,It is easier to call it Abortion than Murder to deal with psychological trauma,fallacy of red herring
1873,"While in math class, the student next to you says “math makes no sense, it can’t be real so I must not need this.” What fallacy did this student commit?",intentional
1874,"It is possible to give a poor argument that the premise is a fallacy or falsely report fallacies with flippant comments in an attempt to delegitimize an argument.
There is no community moderation on these reports thus illegitimate reports stay permanently on arguments.",prejudicial language
1875,"You should marry me. I know we’re not compatible, but I only have a year to live, and you’re my last chance.",appeal to emotion
1876,"“President Jones raised taxes, and then the rate of violent crime went up. Therefore, I think Jones is responsible for the rise in crime.""",false causality
1877,"I use python a lot, and I don't use ruby much...",slothful induction
1878,Police are under no legal obligation to protect and serve.,fallacy of red herring
1879,You should fly an American flag off your front porch. It’s the patriotic thing to do.,ad populum
1880,"Helping the poor won't solve the problem of hunger. Even if the aid is in the form of helping countries increase their resource production (e.g. food), the central problem of ecology (i.e. excessive demand of resource) won't be solved. The central problem of hunger is overpopulation.",fallacy of red herring
1881,A misrepresentation of an opponent’s position that makes it easier to argue against,fallacy of extension
1882,Jurisdictions that apply the death penalty do not have lower rates of affected crimes to jurisdictions without it. Therefore the death penalty is not a deterrent.,false causality
1883,Recent studies show that even moderate use of Marijuana causes harmful abnormalities to develop in the brains of teens.,false causality
1884,People who learn from their mistakes don't repeat them.,faulty generalization
1885,"""I see nobody on the road,"" said Alice.
""I only wish I had such eyes,"" the king remarked...""To be able to see Nobody! And at that distance, too! Why it's as much as I can do to see real people, by this light.""",equivocation
1886,"“Are you going to do well in school, or are you going to succeed as a cadet?”",false dilemma
1887,"After Jhon said that we should put more money into health and education, Warren responded by saying that he was surprised that Jhon hates our country so much that he wants to leave it defenseless by cutting military spending.",fallacy of extension
1888,"""Jollibee or McDonalds for lunch?""

The sentence is an example of what fallacy?",false dilemma
1889,"Who gives a shit to today's economists. They know shit about economy. It abhors me to read Piketty's ""solutions"" to 2008/9 crisis, it is really a hopeless field of study.
It's like 1900 all over again.",ad hominem
1890,"You really should support Senator Jones and his campaign to strengthen national defense. If you do not, he will lose control of the Armed Forces Committee and likely resign from politics.",appeal to emotion
1891,"""The two courses I took at UWI were not very interesting. I don't think its a good university.""",faulty generalization
1892,"Many homosexuals have AIDS. Therefore, homosexuality causes AIDS.",false causality
1893,"Democracy should not be about voting who should rule you.
It is impossible for one person to represent the views of hundreds of thousands.
Democracy should be about voting on policies.
The founding fathers were part of a powerful minority, so favoured minority rule, their rule.",fallacy of red herring
1894,"If that were the case, innocent people would be murdered for crimes they didn't commit.",appeal to emotion
1895,Nike's are great because they're awesome.,circular reasoning
1896,Eating five candy bars and drinking two sodas before a test helps me get better grades. I did that and got an A on my last test in history.,false causality
1897,"The goal of people who ask us to wear masks to pure compliance, to practice controlling a witless population. We are not sheep!",fallacy of extension
1898,"Employees are like nails. Just as nails must be hit in the head in order to make them work, so must employees.",fallacy of logic
1899,"""In its origins [AIDS] was entirely a disease of sodomites... That the first case was diagnosed a little over a decade after the so-called ""Gay Rights"" and ""Gay Pride"" movement gained momentum and force can hardly be coincidental."" - Harry Jaffa, Professor Emeritus of Political Philosophy at Claremont McKenna College",false causality
1900,"Jeff is preparing to create a commercial for a new energy drink. He visits a local high school and surveys students in an English class about their beverage preferences. The majority of the class says they prefer grape flavored drinks, so Jeff tells his superiors that grape is the flavor favored most by high school students.

What error in reasoning has Jeff made?",faulty generalization
1901,"Computer viruses are a problem specifically because they can run in the background while bypassing user permissions. If it were that easy to stop viruses, they would not be an issue.",fallacy of red herring
1902,"The shopping is a red herring, since the original issue was
video games. 
",fallacy of red herring
1903,"Since Samantha got that new apron, she hasn't burned any cookies. That new apron sure does help her cooking!",false causality
1904,Someone who says something which does not flow logically in the conversation is guilty of using:,fallacy of logic
1905,"""Everyone was driving over the speed limit, so I shouldn't have gotten a ticket for it!"" is an example of which logical fallacy?",ad populum
1906,"""I know I made a bad decision, but look at how hard I tried.""
This helps manipulators to avoid taking responsibility for their actions.",appeal to emotion
1907,Senator Ribbit is a liar. You shouldn't listen to him on anything.,ad hominem
1908,I think that businesses should not have to limit the amount of pollutants they  release into the atmosphere because Rush Limbaugh says that there is no real  evidence for industrial pollutants causing the Greenhouse Effect.,fallacy of credibility
1909,Students are poor writers because they watch too much TV,false causality
1910,"This tactic plays upon a viewer's lack of knowledge by forcing the idea that the situation is static. Unless the audience is well-informed and aware of this deception, they may think that they have only two choices.",false dilemma
1911,"It really depends on your definition of ""natural"".
By some quite common definitions of ""natural"", almost nothing a human does is natural.",fallacy of red herring
1912,"You smoke pot? If you keep doing that, you’ll be a heroin addict within two years.",faulty generalization
1913,"Gas prices have been rising steadily these past few years. Thus, the cost of car ownership is higher than it was previously.",faulty generalization
1914,I can tell this movie is going to be terrible; the opening credits aren't even over yet!,faulty generalization
1915,Everyone is doing the Low-Carb Diet.,ad populum
1916,Macroevolution is easily explained and if you would research the cambrian explosion and it's circumstances for more than 5 minutes you would see that there is no problem with that.,ad hominem
1917,"It goes against the idea it attempts to preserve, that no human has the right to take the life of another. Example- a parent hitting a child for hitting.",circular reasoning
1918,"If it’s brown, flush it down.
I flushed it down.
Therefore, it was brown.",fallacy of logic
1919,There is no scientific knowledge as to what happens after death.,fallacy of red herring
1920,"Charlie: Illegal posting and sharing of songs online is crippling the music industry.
Bob: You couldn’t be more wrong; the music industry is doing just fine. I can’t believe you think the government should be allowed to regulate what I share with my “friends.” No one wants a world where I can’t loan a book to my girlfriend, let my roommate borrow my iPod, or share a funny meme with my blog followers.",fallacy of extension
1921,"""If you have never been born again, eternal separation from God in the Lake of Fire awaits you. If you are born again, then being with the Lord in heaven forever is your destiny. Which do you choose?""",appeal to emotion
1922,There's no point listening to you. Everybody knows you're just a little do-gooder.,ad hominem
1923,The universe began 5 minutes ago with its state prefabricated just so. Anything before that didn't actually happen.,false causality
1924,"If you allow one student to take an online course, soon
everyone will want to, and the schools will be empty.",faulty generalization
1925,"I broke my mirror this morning, AND I failed my History test. I must've failed because the mirror gave me bad luck.",false causality
