index,text,label
1419,If I make an exception for you then I'll have to make an exception for everyone,faulty generalization
1420,"There are felons that cannot be rehabilitated (serial killers, people with mental disorders that have committed murder) and the death penalty should be considered for these groups as they suck up resources that would be better allocated elsewhere.",fallacy of slippery slope
1421,"""Proper web practices"" is a subjective term. Few popular JavaScript style guides nowadays recommends not using them where they are unnecessary (as in the code works without them).",circular reasoning
1422,"Education is important for the future of the American people and our country. So, you should choose to study at St. Cloud State University.",fallacy of red herring
1423,"How do you square your hatred of analyzing the Jewish supposed holocaust of 6 million (a figure that was thrown around pre 1900 to represent 'all Jews') - with the far greater genocide of 110 million Africans in the slave trade, when 85%+ of documented slave traders were Jewish? 90% died on ships.",fallacy of red herring
1424,You can go to bed in 5 minutes or you can go to bed in ten minutes. What's your choice?,false dilemma
1425,They are dangerous militants out to destroy our peaceful way of life.,appeal to emotion
1426,My teacher told us she learned the hard way that procrastination is a bad habit!,faulty generalization
1427,"Historically, punitive punishment has been used to draw confessions from suspects.",fallacy of red herring
1428,America is still living in a racist time against African Americans,circular reasoning
1429,The reason billions of children starve to death each year is because we live in a world that does not care.,circular reasoning
1430,"We must have a poltergeist in the house. When the dog ran under the table, the vase just seemed to jump off the shelf all by itself.",fallacy of logic
1431,"""Annie must like Starbucks because all white girls like Starbucks.""",faulty generalization
1432,What she says about Kepler's astronomy theory of the 1600's must be just so much garbage. Do you realize she's only fifteen years old?,ad hominem
1433,You should give me a promotion. I have a lot of debt and am behind on my rent.,appeal to emotion
1434,"The solar system reminds me of an atom, with planets orbiting the sun like electrons orbiting the nucleus. We know that electrons can jump from orbit to orbit; so we must look to ancient records for sightings of planets jumping from orbit to orbit also.",fallacy of logic
1435,"Dustin: ""Why do you always deflect the argument by insulting me?""
 Ann: ""You're ugly and poor!""",ad hominem
1436,"Hollywood and organized Jewry sprung into action to fabricate slanderous calumnus claims against the German people in order to poison the well against white pride, convert white people into pliable guilt-servants and cement themselves as people above criticism or the normal rules of life.",false causality
1437,"Employer: It says here on your resume that you are a hard worker, you pay attention to detail, and you don't mind working long hours.
 Andy: Yes sir.
 Employer: I spoke to your previous employer. He says that you constantly change things that should not be changed, you could care less about other people's privacy, and you had the lowest score in customer relations.
 Andy: Yes, that is all true, as well.
 Employer: Great then. Welcome to our social media team!",intentional
1438,"The fact that humans (in modern societies) can now have a healthy and fulfilling diet without the need to kill animals for their protein, makes it immoral to continue killing sentient beings just for their taste. If we can avoid killing it is our moral duty to do so.",ad populum
1439,"It's marketed to developers by billion dollar Facebook, a company historically intent on squashing startups.",ad hominem
1440,Distracting and dangerous mobile devices should be banned from use in vehicles.,circular reasoning
1441,100 serial killers escape each kills one innocent person => 100 innocent persons suffer,fallacy of red herring
1442,My opponent suggests that lowering taxes will be a good idea -- this is coming from a woman who eats a pint of Ben and Jerry's each night!,ad hominem
1443,"Charlie: Illegal posting and sharing of songs online is crippling the music industry.
 Bob: You couldn't be more wrong; the music industry is doing just fine. I can't believe you think the government should be allowed to regulate what I share with my ""friends."" No one wants a world where I can't loan a book to my girlfriend, let my roommate borrow my iPod, or share a funny meme with my blog followers.",fallacy of extension
1444,"Flippityflu: smarter than a Floppityflip.
 Floppityflip: dumber than a Flippityflu.",circular reasoning
1445,"Good design and documentations is far more important for large team, big codebase development.",fallacy of red herring
1446,How much Carbon would be produced just to maintain this tax?,fallacy of red herring
1447,"I have flipped heads five times in a row. As a result, the next flip will probably be tails.",false causality
1448,"You should always eat everything on your plate, think of all the children in Africa who doesn't always have enough food.",appeal to emotion
1449,"The police said they suspect several people of setting the fire. Therefore, I can't be under suspicion because I was alone all night.",equivocation
1450,"You didn't even finish high school, how could you possible know about this?",ad hominem
1451,You don't see every infertile person committing suicide.,fallacy of red herring
1452,"""Gay marriages are just immoral. 70% of Americans think so!""",ad populum
1453,"She is a teacher in a public school, so any claims that she makes about the public school system are biased and untrue.",ad hominem
1454,"If you were a true Catholic, you would never eat meat on Friday even if it was the only food available.",ad populum
1455,"By law labour can't be worth less than the minimum wage.
 Workers won't lose any skills, the same work will remain. How are they banned from the job market?",false causality
1456,"After Jhon said that we should put more money into health and education, Warren responded by saying that he was surprised that Jhon hates our country so much that he wants to leave it defenseless by cutting military spending.",fallacy of extension
1457,"To this very day (at the time of this writing), science has been unable to create life from non-life; therefore, life must be a result of divine intervention.",intentional
1458,"""There aren't any good restaurants in Sydney; I tried two and they were both horrible.""",faulty generalization
1459,Giving women the right to vote makes a country more democratic,fallacy of red herring
1460,"""Don't listen to Eddie's arguments on education. He didn't even finish high school"" is an example of",ad hominem
1461,"""Every 0.008 seconds in the United States, a teen accidentally shatters his/her phone screen. You can help put an end to these devastating tragedies: donate now to my Kickstarter fund, the new Bubble-wrap Phone Case X.""",appeal to emotion
1462,"If I have cable, then I have seen a naked lady.
 I don't have cable.
 Therefore, I have never seen a naked lady.",fallacy of logic
1463,"These test results are clearly wrong, and it must be either because the client was malingering or because I bungled the test administration. Taking another look at the test manual, I see now that I bungled the test administration. Therefore the client was not malingering.",false dilemma
1464,"I know the Professor said that the Bridges of Madison County was smarmy trash and lacked any artistic worth. But I still think he's wrong. After all, it was on the best-seller list for over 100 weeks.
 
 Identify the logical fallacy commited in this argument.",ad populum
1465,Comparing the ownership of private property to one's autonomy over one's body is extremely disingenuous. An argument made from a false analogy like this is not an argument worth addressing.,ad hominem
1466,"""I want my daughter to go to a state university so she can avoid too much debt.""
 ""Why do you think state schools are better than private schools? Harvard and Princeton are private."" What is this?",fallacy of extension
1467,"""I started exercising twice a week, and I just got a babysitting job. Exercising leads to new jobs!""",false causality
1468,"The city should not be singling out our company's problems at our chemical storage facilities, when the EPA records indicate the city's very own landfill has been cited as needing improvements. The council needs to clean up its own mess, before they go after us.",fallacy of red herring
1469,"If we allow euthanasia, the next thing you know, murder will be legal.",faulty generalization
1470,"""Birds can fly; therefore, penguins can fly.""",faulty generalization
1471,"My wife wants to talk about cleaning out the garage, so I asked her what she wants to do with our patio furniture. Now she's shopping for new patio furniture and not asking me about the garage.",fallacy of red herring
1472,We should abolish the death penalty. Even Taylor Swift is opposed to it.,fallacy of credibility
1473,"Richard Dawkins, an evolutionary biologist and perhaps the foremost expert in the field, says that evolution is true. Therefore, it's true.",fallacy of credibility
1474,"employment or work in general may not be a zero sum game. If there is intrinsic value in diversity, a diverse team may perform better than the sum of its parts.",fallacy of red herring
1475,Katie likes to read and would rather do that than play sports. Her friends make fun of her and tell her that reading is for nerds. Katie stops reading so much and starts to play sports more.,ad populum
1476,"All babysitters have pimples.
All babysitter club members are babysitters.
Therefore, some babysitter club members have pimples.Example #2:
All forest creatures live in the woods.
All leprechauns are forest creatures.
Therefore, some leprechauns live in the woods.",fallacy of logic
1477,"All boys are sports fans.
 Some bakers are boys.
 Therefore, some bakers are not sports fans.",fallacy of logic
1478,Don't buy any of the clothes made by that company. Most of them are made in China so they must be cheap.,ad hominem
1479,"The punishment, in the case of this act, should be limited to a small fine paid to the woman for the miscarriage.",fallacy of red herring
1480,Presenting an unqualified person or institution as a source of credible information.,fallacy of credibility
1481,What observations can you cite that disprove the the claim that the world was created?,fallacy of red herring
1482,"occurs when your opponent over-simplifies or misrepresents your argument (i.e., setting up a ""straw man"") to make it easier to attack or refute",fallacy of extension
1483,"Some of that ""labor performed by others"" was slave labor, so, illegitimate.",circular reasoning
1484,"I did not complete my homework last night? Well, you did not do yours last weak either.",ad hominem
1485,"Marriage has traditionally been between a man and a woman; therefore, gay marriage should not be allowed.",fallacy of credibility
1486,Cardenas roots for a British football team. Clearly he's unfit to be a chef at the new restaurant,ad hominem
1487,"Since your parents named you ‘Harvest,’ they must be farmers.",false causality
1488,The writer or speaker intentionally misleads the audience by using a word with a double or ambiguous meaning.,equivocation
1489,"""The building is closed. I saw 2 people standing outside the door.""What is this type of logical fallacy?",faulty generalization
1490,Creationism isn't either. So let's not talk about that.,false causality
1491,"because it is far easier to make large profits by deceit, conflict, theft, bribery, and murder than via hard work.",fallacy of red herring
1492,Look at people like Michael Vick and OJ Simpson. Professional athletes really have no sense of morality.,faulty generalization
1493,Tens of thousands of Americans have seen lights in the night sky which they could not identify. The existence of life on other planets is fast becoming certainty !,fallacy of logic
1494,This persuasive technique is used to make you feel left out if you don't join the group.,ad populum
1495,There's no point listening to your opinion on school lunches. Everybody knows you cheat on your math tests.,ad hominem
1496,"peer pressure, persuasion based on the the foundation that everybody's doing it.",ad populum
1497,Can jet beams melt steel fuel?,fallacy of red herring
1498,Which type of logical fallacy is used when a writer incorrectly states that one event has caused another?,false causality
1499,"""Since 88% of people polled believe in UFOs, they must exist.""",ad populum
1500,"Mom: Watching TV that close will make you go blind, so move back!
 Jonny: That is B.S., Mom. Sorry, I am not moving.",false causality
1501,What did you use to wipe your fingerprints from the gun?,intentional
1502,"aussume: all problems can be traced back to capitalism => capitalism is a problem.
 the humans naturally developed capitalism => capitalism can be traced back to human nature => human nature is a problem.
 human nature existed before capitalism => human nature can't be traced back to capitalism",circular reasoning
1503,You know Jane Fonda's exercise video's must be worth the money. Look at the great shape she's in.,false causality
1504,I shouldn’t be punished for staying out past my curfew because I did the dishes earlier today.,fallacy of red herring
1505,Everyone wants the iPhone 11 because it's the best phone on the market!,ad populum
1506,"You're a vegetarian? You do realize that Hitler was a vegetarian, too?",ad hominem
1507,"@fuzzydunlop
 Should I better put that text in a but or a because?",fallacy of red herring
1508,"It's trivially true that game developers are free to do whatever they choose in many countries, but whether or not they *can* represent all women as large-breasted bimbos is an entirely separate question from whether or not they *should* do so.",fallacy of red herring
1509,"""All elephants are big. Some boys are big. Therefore some boys are elephants.""",faulty generalization
1510,"Simple plain text pages, such as the first web page ever created (see source), work fine on all these devices.",fallacy of red herring
1511,It is an entirely non-consensual practice that would effectively force those living in poverty to surrender their internal tissues at steadily lesser prices.,fallacy of slippery slope
1512,"""Stephen Hawking in the smartest scientist on the planet, so if he says global warming is real, it must be true!""",fallacy of credibility
1513,"Trisha: In an interview, your candidate admitted that he was a thief!
 Derek: He actually said that when he was three years old, he stole a lollipop from a store, and felt so guilty, that he never stole anything again.",intentional
1514,"There are more laws on the books than ever before, and more crimes are being committed than ever before. Therefore, to reduce crime, we must eliminate the laws.",false causality
1515,Everyone is against child pornography. I asked Mrs. Smith and Mr. Jones at the PTA meeting and they are definitely against it.,faulty generalization
1516,"Helga: You should not be eating that... it has been scientifically proven that eating fat burgers are no good for your health.
 Hugh: You eat fat burgers all the time so that can't be true.",ad hominem
1517,"Salesman: This car gets better than average gas mileage and is one of the most reliable cars according to Consumer Reports.
 Will: I doubt it""”you obviously just want to sell me that car.",ad hominem
1518,"""Everyone uses Social Media to fundraise, therefore there's no problem with asking for money on social media sites as long as it's going to charity"" SHOWS evidence of what fallacy?",ad populum
1519,My opponent in the election keeps claiming that he wants to give tax credits to poor people. That means that he wants to raise taxes for the middle class.,fallacy of extension
1520,"What constitutes proof? Proof requires an advocate and a skeptic to reach agreement, that is all proof is (in the material sciences). Two parties might never agree not because either is wrong in an absolute sense, but because they do not share initial axioms.",false causality
1521,"This fast food chain claims that they've served five billion people, so they must have the best hamburger in town. Five billion people can't be wrong!",ad populum
1522,"Since Anna Camacho became vice president of the parent-teacher association, student performance has declined and teacher morale is down. We on the school board believe that Camacho bears sole responsibility for the downtrend.",false causality
1523,it also allows people to spread out 'fake' knowledege (by fake I mean anything that is not true or it is simply a fallacy),circular reasoning
1524,"How can you possibly believe in evolution? That would mean that you believe that an elephant evolved from a mouse, and that’s just ridiculous",fallacy of extension
1525,"""The police should stop environmental demonstrators from inconveniencing the general public. We pay our taxes.""
 ""Surely global meltdown is infinitely worse than a little inconvenience?""",fallacy of red herring
1526,"Senator: I will vote to increase the defense budget.
 
 Public: Why don't you care about education?",fallacy of extension
1527,Don't listen to her advice about math. She doesn't even know how to tie her own shoes!,ad hominem
1528,"Since many of the students at St. Cloud State University get A's, St. Cloud State must be a top-rated school.",faulty generalization
1529,"""If you lie, than you will end up in jail."" Is an example of...",faulty generalization
1530,Verizon advertising the newest Samsung Galaxy phone that they claim everyone else who has bought it loves the new product.,ad populum
1531,"You support capital punishment just because you want an ""eye for an eye,"" but I have several good reasons to believe that capital punishment is fundamentally wrong""¦",fallacy of extension
1532,Distracting your audience from the original issue by introducing an irrelevant topic.,fallacy of red herring
1533,"This trick, which literally means ""to the guy,"" distorts a person's character subtly or blatantly, undermining their reputation regardless of how compelling their point is.",ad hominem
1534,"All the popular guys at school are dyeing their hair purple, so you should, too!",ad populum
1535,"Ted: Biological evolution is both a theory and a fact.
 
 Edwin: That is ridiculous! How can you possibly be absolutely certain that we evolved from pond scum!",fallacy of extension
1536,"It was observed that persons who went out at night often developed the malady. So night air was assumed to be the cause of malaria, and elaborate precautions were taken to shut it out of sleeping quarters",false causality
1537,This guy in my class with glasses always talks in class so all guys with glasses are talkative.,faulty generalization
1538,Are you still a heavy drinker?,intentional
1539,"""I used to have that haircut. Then my mom got a job.""",ad hominem
1540,"The 1% should be expropriated, their richness comes from exploitation of the 99%'s work.",false causality
1541,An eye for an eye.,circular reasoning
1542,"All Jim Carrey movies are hilarious.
No horror movies are Jim Carrey movies.
Therefore, no horror movies are hilarious.",fallacy of logic
1543,Either we go to war or we appear weak.,false dilemma
1544,He said a lovely lady like me doesn't have to worry about his bear because this is a man-eating bear.,equivocation
1545,"it is false that the absence of capitalism cannot be tested, or has never been tested. assuming that we can never remove it, invalidates this objection.",slothful induction
1546,"Without this additional insurance, you could find yourself broke and homeless.",appeal to emotion
1547,"Bill: ""I think that some people have psychic powers."" 
 Jill: ""What is your proof?"" 
 Bill: ""No one has been able to prove that people do not have psychic powers.""",intentional
1548,There is no scientific knowledge as to what happens after death.,fallacy of red herring
1549,Which fallacy is used to attack a person's character,ad hominem
1550,The universe began 5 minutes ago with its state prefabricated just so. Anything before that didn't actually happen.,false causality
1551,"If you don't say the Pledge of Allegiance, then you must be a traitor.",false dilemma
1552,"There must be objective rights and wrongs in the universe. If not, how can you possibly say that torturing babies for fun could ever be right?",appeal to emotion
1553,People like him and his (racist?) views. Hence : you might as well call everyone racist,fallacy of red herring
1554,"The statement ""you are not really an American if you are vegetarian"" is an example of which fallacy?",intentional
1555,"My philosophy professor believes in ghosts and goes to sÃ©ances. She's an intelligent, educated, person, so ghosts must be real, and spiritualism must be true.",fallacy of credibility
1556,"""You could either pursue your dream job or stay where you are and be miserable for the rest of your life.""",false dilemma
1557,She's wearing red shoes. Her favorite color must be red.,fallacy of logic
1558,It should not be up to any entity to force censorship. Instead we should focus on educating people to watch out for exploitation.,fallacy of red herring
1559,Governments finance themselves through extortion (taxation) and counterfeiting (quantitative easing).,faulty generalization
1560,A mother who tells the pediatrician that she doesn't trust his judgment because he's never been a mother.,ad hominem
1561,"Either support gun confiscation or have the government provide everyone with his own private nuclear warhead, you decide which one.",false dilemma
1562,"Fish are the easiest pets to keep; they are inexpensive and require no maintenance at all. Plus, they are really pretty and soothing to watch.",intentional
1563,"Nuclear disarmament is a risk, but everything in life involves a risk. Every time you drive in a car you are taking a risk. If you're willing to drive in a car, you should be willing to have disarmament.",fallacy of logic
1564,"Sometimes flu vaccines don't work, therefore vaccines are useless.",faulty generalization
1565,Utilitarian again: A general liberal political course has proved to have a net positive tendency on society because it makes the middle class grow.,circular reasoning
1566,"Men score better on math than women do. Jerry is a man. Therefore, Jerry is better at math than Sylvia, who is a woman.",faulty generalization
1567,Sleeping until noon is the worst thing to do because it is bad to sleep late.,circular reasoning
1568,Did your misleading claims result in you getting promoted?,intentional
1569,Eating five candy bars and drinking two sodas before a test helps me get better grades. I did that and got an A on my last test in history.,false causality
1570,"Helping the poor won't solve the problem of hunger. Even if the aid is in the form of helping countries increase their resource production (e.g. food), the central problem of ecology (i.e. excessive demand of resource) won't be solved. The central problem of hunger is overpopulation.",fallacy of red herring
1571,If the people you code with are used to spaces your arguing about spaces is counter-productive to your programming.,false causality
1572,"Almost all of the students I talked to said that they don't like the senator. I'm sure he'll lose the election on Tuesday.
 Which logical fallacy is represented here?",faulty generalization
1573,"When a person consumes a lot of drugs, his motive of life actually becomes the drug.",fallacy of red herring
1574,I hated the movie because it was the worst movie I ever saw.,circular reasoning
1575,"Ted: Biological evolution is both a theory and a fact.
 
 Edwin: That is ridiculous! How can you possibly be absolutely certain that we evolved from pond scum!
 
 Ted: Actually, that is a gross misrepresentation of my assertion. I never claimed we evolved from pond scum. Unlike math and logic, science is based on empirical evidence and, therefore, a scientific fact is something that is confirmed to such a degree that it would be perverse to withhold provisional consent. The empirical evidence for the fact that biological evolution does occur falls into this category.",fallacy of extension
1576,because wars make profit and capitalism loves profit,false causality
1577,Studies show it takes up to seven years for the human body to digest a piece of gum.,fallacy of credibility
1578,"You see someone walking their dog. The dog goes to the bathroom on a lawn but they don’t pick up after their dog. You ask them to clean up after their dog, but they say, “why do you hate dogs?” What fallacy have they committed?",fallacy of extension
1579,"Larger number of people knowing programming language does not mean better community. For example, compare PHP and Ruby (this applies to good quality libraries too).",fallacy of red herring
1580,That is not a meme. Memes have more inductive power,fallacy of red herring
1581,Did the pollution you caused increase or decrease your profits?,intentional
1582,Allowing people to possess guns is like giving a bomb to a bunch of kids.,fallacy of logic
1583,Men aren't sexually abused at the same rate as women and the need for manliness is a product of the male culture.,fallacy of red herring
1584,"Taxation is theft. Theft is immoral. If the universal healthcare is financed through taxes, then implementing it is morally unjustifiable.",fallacy of red herring
1585,No informed consent was obtained.,prejudicial language
1586,"My roommate said her philosophy class was difficult, and the one I'm in is difficult, too. All philosophy classes must be hard.",faulty generalization
1587,Is your stupidity inborn?,intentional
1588,"You need to go to the party with me, otherwise you'll just be bored at home.",false dilemma
1589,"If you vote for her, the government as we know it will fall apart.",faulty generalization
1590,"Speaker 1: Did you torture the prisoner?
 Speaker 2: No, we just held him under water for a while, and then did a mock hanging.",equivocation
1591,An identical argument can be made about his chief opponent,fallacy of red herring
1592,Tabs makes it harder to indent long lines which are parted in two or more lines.,fallacy of red herring
1593,"I want to have myself a merry little Christmas, but I refuse to do as the song suggests and make the yuletide gay. I don't think sexual preference should have anything to do with enjoying the holiday.",equivocation
1594,"When Squealer/Napoleon calls Snowball a 'traitor', and 'criminal'",ad hominem
1595,"Since Dwayne Johnson (aka The Rock) endorsed this protein powder, it must work wonders.",fallacy of credibility
1596,"Luke didn't want to eat his sheep's brains with chopped liver and brussel sprouts, but his father told him to think about the poor, starving children in a third world country who weren't fortunate enough to have any food at all.",appeal to emotion
1597,A Mormon just believes.,ad populum
1598,"Jeff is preparing to create a commercial for a new energy drink. He visits a local high school and surveys students in an English class about their beverage preferences. The majority of the class says they prefer grape flavored drinks, so Jeff tells his superiors that grape is the flavor favored most by high school students.
 
 What error in reasoning has Jeff made?",faulty generalization
1599,"""Are you going to do well in school, or are you going to succeed as a cadet?""",false dilemma
1600,My grandmother ate 10 cloves of raw garlic every day. Not surprisingly she lived to be 102.,false causality
1601,"""You can't believe that theory. No one would believe that. It's too unbelievable.""",fallacy of red herring
1602,"At a party you overhear a friend tell her spouse, “I had high blood pressure at the doctor’s office today; I really need to reduce the stress in my job.”",faulty generalization
1603,"“Animal experimentation reduces our respect for life. If we don’t respect life, we are likely to be more and more tolerant of violent acts like war and murder. Soon our society will become a battlefield in which everyone constantly fears for their lives. It will be the end of civilization. To prevent this terrible consequence, we should make animal experimentation illegal right now.”",faulty generalization
1604,"how about saying to someone
 ""yo dude stab yourself in the chest with a knive""
 is this equivalent to stabbing him with a knive (becaus i have to assume he is not smart enough to not actually do it)?",fallacy of red herring
1605,"My roommate from Maine loves lobsters, therefore all people from Maine love lobsters.",faulty generalization
1606,"Every time I was my car, it rains. Me washing my car has a definite effect on the weather.",false causality
1607,"Skeletons aren't real, right?",fallacy of red herring
1608,You can not override builtin data structures,ad populum
1609,We think that Malltime will be a success because all little girls like shopping.,faulty generalization
1610,Fortnite is the best game ever. Everyone is playing it!,ad populum
1611,"Since a single human cell becomes a grown man over a period of a few years, then surely it can't be impossible for a single-cell organism to become the human race over a period of several million years.",fallacy of logic
1612,"I don't know about you, but I would never take the word of a woman who never finished school.",ad hominem
1613,"Marcus wants to go to a small community college close to home, but most of the kids in his class are applying to larger colleges out of state. Marcus decides that he should also apply to those colleges.",ad populum
1614,"If 100 suspected serial killers are executed => 100 persons still suffer, only now the executed become the victims and we the people become the serial killers. If 100 suspected serial killers are imprisoned for life => 0 persons suffer death, be they guilty or innocent",false causality
1615,Not all decisions come from minds. Some or all decisions come from souls.,ad populum
1616,Why shouldn't I gossip about Laura Jane? You know she talks about us every chance she gets.,fallacy of red herring
1617,You are either with God or against him.,false dilemma
1618,"""All my friends are doing a low carb diet. That must be the only way to lose weight."" Mentioned Murtaza",ad populum
1619,Filthy and polluting coal should be banned.,circular reasoning
1620,"Atoms are colorless. Cats are made of atoms, so cats are colorless",faulty generalization
1621,You can already hire psycholgists. Who I assume would argue they were better qualified,fallacy of red herring
1622,"Society gave you the opportunity to create wealth, or the opportunity for your family to create wealth for itself. Without society you would not have money, so it is not yours to begin with. Society is generously granting you a small share of the profits that belong to it.",fallacy of red herring
1623,"For want of a nail the shoe was lost.
 For want of a shoe the horse was lost.
 For want of a horse the rider was lost.
 For want of a rider the battle was lost.
 For want of a battle the kingdom was lost.
 And all for the want of a nail.
 ""For Want of a Nail,"" medieval proverb",faulty generalization
1624,We have an impression of having free will.,ad populum
1625,This is exactly the problem with tabs,circular reasoning
1626,If I made a reference to a monk I would most likely be utilizing...,fallacy of credibility
1627,See the movie that everybody's talking about,ad populum
1628,"Mike: It is morally wrong to cheat on your spouse, why on earth would you have done that?
 
 Ken: But what is morality exactly?
 
 Mike: It's a code of conduct shared by cultures.
 
 Ken: But who creates this code?...",fallacy of red herring
1629,"Fewer tourists were recorded to have entered the country. This datum was gathered after Karapatan exposed the human rights violations happening here; therefore, Karapatan's expose was the reason for the low tourist turn out.",false causality
1630,"Humanity only recently overcame the clutches of natural selection and so nearly all of our desires exist to ensure survival. Where we stand apart from other species is instead of pleasure being the motivation to survive, we can seek pleasure for its own sake. i.e. fine dining.",fallacy of red herring
1631,"Wife: I'd rather have a dog than a cat
 Husband: Why do you hate cats?",fallacy of extension
1632,FDR was a mighty engine pulling country out of desert of Great Depression,fallacy of logic
1633,We should not lie to our children!,circular reasoning
1634,"""If you don't get an A in Mr. K's class you will fail high school, never graduate, and end up fighting people for nickels under freeway as a career""",faulty generalization
1635,"if people exist who do evil unless x, it doesnt follow that we should allow x. Especialy when discussing whether x is evil or not",fallacy of red herring
1636,"Which fallacy literally means ""He did it himself?""",fallacy of credibility
1637,Or has a different view of what is 'bad',fallacy of red herring
1638,"Speaker 1: I think the idea of a moral law requires the existence of a lawgiver (i.e. God).
 Speaker 2: Of course you would say that. You're a Christian. Why should we listen to you?",ad hominem
1639,"P1. Lead poisoning can contribute to violent behavior.
 P2. Many inner city children have dangerous levels of lead in their blood.
 C. Therefore, violent crime in the inner city can be solved by curing the lead problem.",false causality
1640,Almost all problems can be traced back to expansionism.,circular reasoning
1641,If I don't get this 5 point assignment done then I will fall behind in my grade and will get backed up so I can't get my other assignment done. Then I will fail the class and turn to a life of crime.,faulty generalization
1642,"The theories that science is based on are just theories, which cannot be proven true. Thus, theories add an interesting alternative to a belief, while failing to disprove it.",faulty generalization
1643,The red bicycle is red.,circular reasoning
1644,"President Clinton is an advocate of socialized medicine, which is a form of communism.",ad populum
1645,Fire had never before caused the collapse of a steel-framed high-rise and according to firefighters demolition explosives characterize the dynamics of the collapse seen in videos.,fallacy of credibility
1646,gun registration would start us sliding into the unconstitutional morass of universal arms confiscation.,faulty generalization
1647,"In her paper, Aida states ""Filthy, polluting hummers should be banned.""
Name that fallacy:",circular reasoning
1648,The Democrats support more aggressive gun control laws. Can you believe they want to deny repeat offenders and those on the terrorist watch list their rights?,ad hominem
1649,People are like dogs. They respond best to clear discipline.,fallacy of logic
1650,"If everyone's income was zero (i.e. equal), would that eliminate abuse and anxiety? I suspect not.",ad hominem
1651,"Dave: For five generations, the men in our family went to Stanford and became doctors, while the women got married and raised children.  Therefore, it is my duty to become a doctor.
Kaitlin: Do you want to become a doctor?
Dave: It doesn’t matter -- it is our family tradition.  Who am I to break it?
",fallacy of credibility
1652,"Issue A has been raised, and adequately answered.
 Issue B is then raised, and adequately answered.
 .....
 Issue Z is then raised, and adequately answered.
 (despite all issues adequately answered, the opponent refuses to conceded or accept the argument.",intentional
1653,"Although this may be true for some, it does not take into account the fact that some individuals cannot or will not be rehabilitated by hard labor.",fallacy of red herring
1654,Believing that taco bell is healthy for you because everyone else does.,ad populum
1655,"""Every person is either my enemy or my friend. If are my enemy I should hate them. If they are my friend I should love them So I should either love them or hate them.""",false dilemma
1656,"I smoke weed and I manage to maintain a 3.4 GPA in my senior year of college. However, everyone is different",fallacy of red herring
1657,"Child: This fish tastes funny. I don't want to eat this.
 Parent: There are children starving in Africa. Eat your dinner.",fallacy of red herring
1658,Labor unions in America are just as bad as Russia under Stalin!,fallacy of red herring
1659,"It is simply not true that ""no other rights are implied"". Open Source has an official definition that implies many other rights.",fallacy of red herring
1660,Keeping a dog as a pet is every bit as evil as human slavery.,fallacy of red herring
1661,"Your mom thinks you spend too much time playing video games. You bring up that
 she spends too much time shopping.",fallacy of red herring
1662,"Millions of people are Marxists, so Marxist economic and political theories are correct.",ad populum
1663,There is no intervention for victims of domestic violence that has more empirical support from controlled studies than this one. It is clear that this is the right way to address this problem and we should all be providing this therapy whenever victims of domestic violence come to us for help.,fallacy of credibility
1664,"Agreed, but in order to proof an argument you need evidence, however in many cases it needs faith instead of evidence, for example ""Mosses parted the red sea"".",fallacy of red herring
1665,AttP 8: everyone having strict controls on firearms except the U.S.,ad populum
1666,"""Adam had not, either by natural right of fatherhood or by positive donation from God, any such authority over his children, nor dominion over the world as is pretended""",fallacy of red herring
1667,"Falsely requiring an opponent to “disprove” instead
of you “proving” your argument",intentional
1668,"OP seems to have a general problem defining ""change"" and how we as humans can observe change. It has absolutely nothing to do with the original premise anymore and therefore I consider OP's further comments to be irrelevant.",fallacy of red herring
1669,Our soccer team was losing until I bought new shoes. We have not lost a game since I got my lucky shoes!,false causality
1670,"Different people are affected differently, and there isn't just one type of bullying.",false causality
1671,"""Aliens must exist because there is no evidence that they don't exist.""",intentional
1672,"Speaker 1: I think marijuana should be legalized. It would be better for the country if we didn't have this drug war.
 Speaker 2: Of course you think that. You're a pothead.",ad hominem
1673,"Militant members of ISIS are likely to be muslims, and also likely to wish to do harm to US citizens. Restricting entry of all muslims is then an imperfect step toward reducing the likelihood that ISIS members could enter the US and do harm to its citizens there.",false causality
1674,"""I see nobody on the road,"" said Alice.
 ""I only wish I had such eyes,"" the king remarked...""To be able to see Nobody! And at that distance, too! Why it's as much as I can do to see real people, by this light.""",equivocation
1675,This technique using vague positive words that actually hold little meaning.,appeal to emotion
1676,A news story that reported that Captain Shah was under investigation was shared widely on social media. He must have been the individual who caused the crash.,ad populum
1677,"Ms. Long has suggested that our schools let students take statistics instead of algebra to graduate. Frankly, it is puzzling to me that she thinks algebra is a useless subject.",fallacy of extension
1678,People change sex in many cases because the are uncomfortable with the imposition of gender roles upon them. These gender roles are themselves an artificial construct and are unnatural.,fallacy of red herring
1679,"U.S. Sen. Tom Coburn says that lesbianism is rampant in the Oklahoma schools. This must, indeed, be true, because surely the senator couldn't be mistaken about the schools in his own state.",fallacy of credibility
1680,"A logical fallacy that compares minor misdeeds with major atrocities, suggesting that both are equally immoral.",fallacy of red herring
1681,an attempt to persuade the reader/audience based on feelings or emotions; emotional response,appeal to emotion
1682,"My cat sleeps all day, so cats must be pretty lazy.",faulty generalization
1683,"the claim, as evidence for an idea, that many people believe it, or used to believe it or do it.",ad populum
