text,label,splitted
smoking cigarettes is deadly because cigarettes can kill you,circular reasoning,smoking cigarettes is deadly because[SEP]cigarettes can kill you
"Mom: Watching TV that close will make you go blind, so move back! Jonny: That is B.S., Mom. Sorry, I am not moving.",false causality,"Mom: Watching TV that close will make you go blind, so move back![SEP]Jonny: That is B.S., Mom. Sorry, I am not moving."
All football players are dumb jocks.,faulty generalization,All football players are dumb jocks.
"You let my sister pierce her ears when she was 11, so you should let me stay up until midnight.",fallacy of logic,"You let my sister pierce her ears when she was 11,[SEP]so you should let me stay up until midnight."
"After I listened to the first song of my favorite musician’s new vinyl record, I knew I’d hate the entire record, so I converted it into a Frisbee.",faulty generalization,"After I listened to the first song of my favorite musician’s new vinyl record,[SEP]I knew I’d hate the entire record, so I converted it into a Frisbee."
John Green is a wonderful writer because he writes so well.,circular reasoning,John Green is a wonderful writer because[SEP]he writes so well.
"""Let's look instead at what my opponent proposes to do with your hard earned money!"" ",fallacy of relevance,"""Let's look instead at what my opponent proposes to do with your hard earned money!"""
"Violence among teens has risen the last five years. Video game playing among teens has also risen the last five years. Therefore, playing video games causes teens to be violent.",false causality,"Violence among teens has risen the last five years.[SEP]Video game playing among teens has also risen the last five years.[SEP]Therefore, playing video games causes teens to be violent."
One cigarette will lead youth to addiction,faulty generalization,One cigarette will lead youth to addiction
I would never buy a Buick. My father owned two of them and both of them had frequent transmission problems. Buicks obviously break down all the time.,faulty generalization,I would never buy a Buick.[SEP]My father owned two of them and both of them had frequent transmission problems.[SEP]Buicks obviously break down all the time.
The sinister fisherman's suspicious smile frightened the innocent children,appeal to emotion,The sinister fisherman's suspicious smile frightened the innocent children
Believing that the cause of the Reformation was simply Martin Luther posting his theses,false causality,Believing that the cause of the Reformation was simply Martin Luther posting his theses
"""In the business meeting, she proposed a new advertising plan for the dog food brand, but I found out she actually hates dogs. How can we trust her advertising skills?""",ad hominem,"""In the business meeting, she proposed a new advertising plan for the dog food brand,[SEP]but I found out she actually hates dogs. How can we trust her advertising skills?"""
"Pointing to a fancy chart, Roger shows how temperatures have been rising over the past few centuries, whilst at the same time the numbers of pirates have been decreasing; thus pirates cool the world and global warming is a hoax.",false causality,"Pointing to a fancy chart, Roger shows how temperatures have been rising over the past few centuries,[SEP]whilst at the same time the numbers of pirates have been decreasing;[SEP]thus pirates cool the world and global warming is a hoax."
How can I be expected to do my homework when billions of people around the world are throwing their plastic water bottles away without recycling them?,fallacy of logic,How can I be expected to do my homework when[SEP]billions of people around the world are throwing their plastic water bottles away without recycling them?
"Employees are like nails. Just as nails must be hit in the head in order to make them work, so must employees.",fallacy of logic,"Employees are like nails.[SEP]Just as nails must be hit in the head in order to make them work, so must employees."
Aren't you tired of the political divisiveness in this country? Republicans know what they are talking about when it comes to immigration. Don't you agree?,appeal to emotion,Aren't you tired of the political divisiveness in this country?[SEP]Republicans know what they are talking about when it comes to immigration.[SEP]Don't you agree?
SM 1: Second World War discussion,fallacy of extension,SM[SEP]Second World War discussion
"Gertrude: I am tired of having to fill out these forms all day. Can't we find a more efficient system? Cindy-Lou: If you're not happy with the way we do things, we can find someone who is!",ad hominem,"Gertrude: I am tired of having to fill out these forms all day.[SEP]Can't we find a more efficient system?[SEP]Cindy-Lou: If you're not happy with the way we do things, we can find someone who is!"
You are either with God or against him.,false dilemma,You are either with God or against him.
"""Her arguments against the protest were weak. After all, she can't be fair; she works for the government.""",ad hominem,"""Her arguments against the protest were weak.[SEP]After all, she can't be fair; she works for the government."""
People who wear glasses are smarter.,faulty generalization,People who wear glasses are smarter.
"Trump asked Clinton about her “33,000“ deleted emails, but Clinton responds by correcting him rather than addressing the deleted emails: “Not — well, we turned over 35,000, so…”",fallacy of relevance,"Trump asked Clinton about her “33,000“ deleted emails,[SEP]but Clinton responds by correcting him rather than addressing the deleted emails: “Not — well, we turned over 35,000, so…”"
We have no evidence that the Illuminati ever existed. They must have been so clever they destroyed all the evidence,intentional,We have no evidence that the Illuminati ever existed.[SEP]They must have been so clever they destroyed all the evidence
"If you vote for her, the government as we know it will fall apart.",faulty generalization,"If you vote for her,[SEP]the government as we know it will fall apart."
"In arguing that abortion is not really a private moral matter, Fr. Frank A. Pavone, National Director Priests for Life, has written that ""Abortion is our problem, and the problem of every human being. We are one human family. Nobody can be neutral on abortion. It involves the destruction of an entire group of human beings!""",circular reasoning,"In arguing that abortion is not really a private moral matter,[SEP]Fr. Frank A. Pavone, National Director Priests for Life, has written that ""Abortion is our problem, and the problem of every human being. We are one human family. Nobody can be neutral on abortion. It involves the destruction of an entire group of human beings!"""
"One of our clients doubled their conversions after changing all their landing page text to bright red. Therefore, changing all text to red is a proven way to double conversions.",faulty generalization,"One of our clients doubled their conversions after changing all their landing page text to bright red.[SEP]Therefore, changing all text to red is a proven way to double conversions."
Plagiarism is deceitful because it is dishonest.,circular reasoning,Plagiarism is deceitful because[SEP]it is dishonest.
"""Everytime I wash my car it rains, therefore, washing my car makes it rain.""",false causality,"""Everytime I wash my car it rains, therefore,[SEP]washing my car makes it rain."""
"Jimmy Swaggart argued strongly against sexual immorality, yet while married, he has had several affairs with prostitutes; therefore, sexual immorality is acceptable.",ad hominem,"Jimmy Swaggart argued strongly against sexual immorality,[SEP]yet while married, he has had several affairs with prostitutes;[SEP]therefore, sexual immorality is acceptable."
"All forest creatures live in the woods. All leprechauns are forest creatures. Therefore, some leprechauns live in the woods.",fallacy of logic,"All forest creatures live in the woods.[SEP]All leprechauns are forest creatures.[SEP]Therefore, some leprechauns live in the woods."
"Men score better on math than women do. Jerry is a man. Therefore, Jerry is better at math than Sylvia, who is a woman.",faulty generalization,"Men score better on math than women do.[SEP]Jerry is a man.[SEP]Therefore, Jerry is better at math than Sylvia, who is a woman."
Our gang will beat up anyone who doesn’t vote our way,appeal to emotion,Our gang will beat up anyone who doesn’t vote our way
"One pill is good, two will be better",appeal to emotion,"One pill is good,[SEP]two will be better"
John agrees with me that drinking energy drinks are bad for you. ,fallacy of credibility,John agrees with me that drinking energy drinks are bad for you.
"In our psychology department, half of the faculty believe that a behavioral approach is the only valid approach; the other half believe that the only valid approach is psychodynamic. Obviously the most valid approach must be one that incorporates both behavioral and psychodynamic elements.",fallacy of relevance,"In our psychology department, half of the faculty believe that a behavioral approach is the only valid approach;[SEP]the other half believe that the only valid approach is psychodynamic.[SEP]Obviously the most valid approach must be one that incorporates both behavioral and psychodynamic elements."
"Guys are messy and unclean, but are really hard workers.",faulty generalization,"Guys are messy and unclean, but[SEP]are really hard workers."
Teacher: If I let you go to the bathroom pretty soon everybody will want to go to the bathroom.,faulty generalization,Teacher: If I let you go to the bathroom pretty soon everybody will want to go to the bathroom.
"My friend said her Math class was hard, and the one I’m in is hard, too. All Math classes must be hard!",faulty generalization,"My friend said her Math class was hard, and the one I’m in is hard, too.[SEP]All Math classes must be hard!"
"""I have a right to free speech so I can say what I want and you shouldn't try to stop me. """,circular reasoning,"""I have a right to free speech so I can say what I want and you shouldn't try to stop me. """
"""Jews are lice; They cause typhus (Painful/deadly disease).""",appeal to emotion,"""Jews are lice;[SEP]They cause typhus (Painful/deadly disease)."""
Albert Einstein was extremely impressed with this theory.,fallacy of credibility,Albert Einstein was extremely impressed with this theory.
"""My three decades of experience in public service, my tireless commitment to the people of this community, and my willingness to reach across the aisle and cooperate with the opposition, make me the ideal candidate for your mayor.""  Which appeal is the primary appeal used in this quote?",fallacy of credibility,"""My three decades of experience in public service, my tireless commitment to the people of this community, and my willingness to reach across the aisle and cooperate with the opposition, make me the ideal candidate for your mayor.""[SEP]Which appeal is the primary appeal used in this quote?"
Tik Tok is popular among teens because so many of them use it.,circular reasoning,Tik Tok is popular among teens because[SEP]so many of them use it.
Wife: “I see Mr. Smith is cooking out on his new barbecue grill.” Husband: “So his wife finally got fed up with his unfaithfulness!”,equivocation,Wife: “I see Mr. Smith is cooking out on his new barbecue grill.”[SEP]Husband: “So his wife finally got fed up with his unfaithfulness!”
"I am athletic because I run, and I run because I'm athletic.",circular reasoning,"I am athletic because I run, and[SEP]I run because I'm athletic."
"In both of the murder mysteries I have read, the District Attorney was the culprit. All mystery writers like to make lawyers out to be villains.",faulty generalization,"In both of the murder mysteries I have read,[SEP]the District Attorney was the culprit.[SEP]All mystery writers like to make lawyers out to be villains."
"""There is ... a radical element, a homosexual agenda that wants to redefine what marriage is. They want to say that a marriage not only is one man and one woman but it is two men or it is two women. What logical reason is there to keep us from stopping expansion of that definition to include three people or an adult and a child, or any other odd combination that we want to have?  ... and it does not even have to be limited to human beings by the way. I mean it could be anything. ... There is no reason why we cannot just completely erase whatever boundaries that currently exist on the definition of marriage and say it is a free-for-all, anything goes.""",faulty generalization,"""There is ... a radical element, a homosexual agenda that wants to redefine what marriage is.[SEP]They want to say that a marriage not only is one man and one woman but it is two men or it is two women.[SEP]What logical reason is there to keep us from stopping expansion of that definition to include three people or an adult and a child, or any other odd combination that we want to have?  ... and it does not even have to be limited to human beings by the way.[SEP]I mean it could be anything. ... There is no reason why we cannot just completely erase whatever boundaries that currently exist on the definition of marriage and say it is a free-for-all, anything goes."""
Kerry’s plan will raise taxes by at least $900 billion his first hundred days.,intentional,Kerry’s plan will raise taxes by at least $900 billion his first hundred days.
"You can’t prove your candidate will win, so I assume he won’t",intentional,"You can’t prove your candidate will win,[SEP]so I assume he won’t"
"""Senator Jones says that we should not fund the attack submarine program. I disagree entirely. I can't understand why he wants to leave us defenseless like that.""",fallacy of extension,"""Senator Jones says that we should not fund the attack submarine program.[SEP]I disagree entirely.[SEP]I can't understand why he wants to leave us defenseless like that."""
"Teachers don't have lives.""My best friend said her English class was hard, and the one I'm in is hard too. All English classes must be hard.""",faulty generalization,"Teachers don't have lives.""My best friend said her English class was hard, and the one I'm in is hard too.[SEP]All English classes must be hard."""
"Peter: ""Based on the arguments I have presented, it is evident that it is morally wrong to use animals for food or clothing."" Bill: ""But you are wearing a leather jacket and you have a roast beef sandwich in your hand! How can you say that using animals for food and clothing is wrong!""",ad hominem,"Peter: ""Based on the arguments I have presented, it is evident that it is morally wrong to use animals for food or clothing.""[SEP]Bill: ""But you are wearing a leather jacket and you have a roast beef sandwich in your hand! How can you say that using animals for food and clothing is wrong!"""
"Because Martin Sheen played the president on television, he'd probably make a great president in real life.",fallacy of credibility,"Because Martin Sheen played the president on television,[SEP]he'd probably make a great president in real life."
A mother says that she does not trust her pediatrician because he has never been a mother.,ad hominem,A mother says that she does not trust her pediatrician because[SEP]he has never been a mother.
A persuasive technique meant to influence a person’s emotions.,appeal to emotion,A persuasive technique meant to influence a person’s emotions.
"In an example used by Sigmund Freud in The Interpretation of Dreams, a man accused by his neighbor of having returned a kettle in a damaged condition offered three arguments: That he had returned the kettle undamaged; That it was already damaged when he borrowed it; That he had never borrowed it in the first place.",fallacy of logic,"In an example used by Sigmund Freud in The Interpretation of Dreams,[SEP]a man accused by his neighbor of having returned a kettle in a damaged condition offered three arguments:[SEP]That he had returned the kettle undamaged;[SEP]That it was already damaged when he borrowed it;[SEP]That he had never borrowed it in the first place."
“against the man;” attacking the individual rather than their position.,ad hominem,“against the man;”[SEP]attacking the individual rather than their position.
The red bicycle is red.,circular reasoning,The red bicycle is red.
"When Squealer/Napoleon calls Snowball a 'traitor', and 'criminal'",ad hominem,"When Squealer/Napoleon calls Snowball a 'traitor', and 'criminal'"
I have several female friends and every one of them loves country music. All females love country music.,faulty generalization,I have several female friends and every one of them loves country music.[SEP]All females love country music.
The president of Honduras is a good leader because he is a leader of the country.,circular reasoning,The president of Honduras is a good leader because[SEP]he is a leader of the country.
President Reagan was a great communicator because he had the knack of talking effectively to the people.,circular reasoning,President Reagan was a great communicator because[SEP]he had the knack of talking effectively to the people.
I can't understand how such a low performance student is able to talk about politics,ad hominem,I can't understand how such a low performance student is able to talk about politics
Speaker 1: I think the idea of a moral law requires the existence of a lawgiver (i.e. God). Speaker 2: Of course you would say that. You’re a Christian. Why should we listen to you?,ad hominem,Speaker[SEP]I think the idea of a moral law requires the existence of a lawgiver (i.e. God).[SEP]Speaker[SEP]Of course you would say that. You’re a Christian. Why should we listen to you?
You can’t give me a C. I’ll lose my scholarship.,appeal to emotion,You can’t give me a C.[SEP]I’ll lose my scholarship.
"Jeff is preparing to create a commercial for a new energy drink. He visits a local high school and surveys students in an English class about their beverage preferences. The majority of the class says they prefer grape flavored drinks, so Jeff tells his superiors that grape is the flavor favored most by high school students. What error in reasoning has Jeff made?",faulty generalization,"Jeff is preparing to create a commercial for a new energy drink.[SEP]He visits a local high school and surveys students in an English class about their beverage preferences.[SEP]The majority of the class says they prefer grape flavored drinks,[SEP]so Jeff tells his superiors that grape is the flavor favored most by high school students.[SEP]What error in reasoning has Jeff made?"
Why did the blond cross the road?  Because she saw a shoe sale!,faulty generalization,Why did the blond cross the road?[SEP]Because she saw a shoe sale!
"During class, Alex whispers to Jeff, ""More than 80% of university professors are voting against the Republicans. Clearly, it's the only intelligent vote to make.""",ad populum,"During class, Alex whispers to Jeff, ""More than 80% of university professors are voting against the Republicans.[SEP]Clearly, it's the only intelligent vote to make."""
All people from Pinole are liars,ad hominem,All people from Pinole are liars
"Our country is certainly in terrible shape.  Sure, we still have all kinds of freedoms, cultural diversity, emergency rooms and trauma care, agencies like the FDA out to protect us, the entertainment industry, a free market, national parks, we are considered the most powerful nation in the world, have amazing opportunities, and free public education, but still...",faulty generalization,"Our country is certainly in terrible shape.[SEP]Sure, we still have all kinds of freedoms, cultural diversity, emergency rooms and trauma care, agencies like the FDA out to protect us, the entertainment industry, a free market, national parks, we are considered the most powerful nation in the world, have amazing opportunities, and free public education, but still..."
“I sneezed exactly at the same time the power went off. My sneeze must’ve done something to make the power go off. “,false causality,“I sneezed exactly at the same time the power went off.[SEP]My sneeze must’ve done something to make the power go off. “
"Your sister broke her arm, and then you broke your nose. So you assume that a sibling breaking a bone causes you to break one too.",false causality,"Your sister broke her arm, and then you broke your nose.[SEP]So you assume that a sibling breaking a bone causes you to break one too."
"The goal of people who ask us to wear masks to pure compliance, to practice controlling a witless population. We are not sheep!",fallacy of extension,"The goal of people who ask us to wear masks to pure compliance,[SEP]to practice controlling a witless population.[SEP]We are not sheep!"
"All professional athletes use Apple watches to track their training, so our team needs to purchase Apple watches for everyone.",ad populum,"All professional athletes use Apple watches to track their training,[SEP]so our team needs to purchase Apple watches for everyone."
"Victor, the company you work for just filed for bankruptcy! How can I trust you with our money?",faulty generalization,"Victor, the company you work for just filed for bankruptcy![SEP]How can I trust you with our money?"
"I know five people from Kentucky. They are all racists. Therefore, Kentuckians are racist.",faulty generalization,"I know five people from Kentucky.[SEP]They are all racists.[SEP]Therefore, Kentuckians are racist."
"Asking students to sit in the same class for 2 hours is like asking them to wander the desert alone, with no water, for a week.",fallacy of logic,"Asking students to sit in the same class for 2 hours is like asking them to wander the desert alone, with no water, for a week."
sending M-16s to Syrian rebels inevitably mean boots on the ground in Damascus.,faulty generalization,sending M-16s to Syrian rebels inevitably mean boots on the ground in Damascus.
"So you are saying your car is worth $20k.  I think it is worth $1, so let’s just compromise and say it is worth $10k. (Assuming the car is worth $20k)",fallacy of relevance,"So you are saying your car is worth $20k.[SEP]I think it is worth $1, so let’s just compromise and say it is worth $10k."
The students in my sixth-grade class listen to a lot of reggaeton music. I usually hear reggaeton when they have their headphones or earphones on while working on NoRedInk. All sixth graders must listen to reggaeton.,faulty generalization,The students in my sixth-grade class listen to a lot of reggaeton music.[SEP]I usually hear reggaeton when they have their headphones or earphones on while working on NoRedInk.[SEP]All sixth graders must listen to reggaeton.
When someone says that what is true of something as a whole must also be true of each of its parts.,faulty generalization,When someone says that what is true of something as a whole must also be true of each of its parts.
"Jon: ""Go easy on the scotch; you've had three shots already now."" Jeff: ""Oh sure, I'll put down my scotch when you put down that tequila. Lay off, man.""",fallacy of relevance,"Jon: ""Go easy on the scotch; you've had three shots already now.""[SEP]Jeff: ""Oh sure, I'll put down my scotch when you put down that tequila. Lay off, man."""
"Why does the law state that you have to be 21 years old to drink?  Does it really make any difference if you are 20 years and 364 days old?  That is absurd.  Therefore, if a single day makes no difference, then a collection of 1095 single days won’t make any difference. Therefore, changing the drinking age to 18 will not make any difference.",equivocation,"Why does the law state that you have to be 21 years old to drink?[SEP]Does it really make any difference if you are 20 years and 364 days old?[SEP]That is absurd.[SEP]Therefore, if a single day makes no difference, then a collection of 1095 single days won’t make any difference.[SEP]Therefore, changing the drinking age to 18 will not make any difference."
"Animals tread softly upon the earth without shoes, so all other living beings should follow suit.",fallacy of credibility,"Animals tread softly upon the earth without shoes,[SEP]so all other living beings should follow suit."
"“Your coach’s policy is that no one can be a starter on game day if they miss practice. So, if you miss basketball practice today, you won’t be a starter in Friday’s game. Then you won’t be the first freshman to start on the Varsity basketball team at our school.”'",faulty generalization,"“Your coach’s policy is that no one can be a starter on game day if they miss practice.[SEP]So, if you miss basketball practice today, you won’t be a starter in Friday’s game.[SEP]Then you won’t be the first freshman to start on the Varsity basketball team at our school.”'"
"I know nothing about Tank Johnson except that he has a criminal record as long as your leg, but I’ll bet he’s really just misunderstood",intentional,"I know nothing about Tank Johnson except that he has a criminal record as long as your leg,[SEP]but I’ll bet he’s really just misunderstood"
"“[Everyone else is buying it, so you should too!]”",ad populum,"“[Everyone else is buying it, so you should too!]”"
"""I'd like to punch him in the face."" - Donald Trump (Feb. 2016, at a campaign rally, remarks directed at a protester who was being escorted out of the rally.)",appeal to emotion,"""I'd like to punch him in the face."" - Donald Trump (Feb. 2016, at a campaign rally, remarks directed at a protester who was being escorted out of the rally.)"
"If indoor smoking laws are passed for bars, the bars will go out of business since people who drink, smoke while they drink.",faulty generalization,"If indoor smoking laws are passed for bars,[SEP]the bars will go out of business since people who drink, smoke while they drink."
Justin claimed that passing federal laws to control the amount of violence in music is the first step in a process that will eventually result in absolute government control of the media and total censorship over all forms of artistic expression.,faulty generalization,Justin claimed that passing federal laws to control the amount of violence in music is the first step in a process that will eventually result in absolute government control of the media and total censorship over all forms of artistic expression.
Marty said that his Xbox One X had better resolution than Phil’s PS4 during their gaming console debate. Phil suddenly brought up how powerful his PC was when Marty started talking about the specs of the two gaming consoles.,fallacy of relevance,Marty said that his Xbox One X had better resolution than Phil’s PS4 during their gaming console debate.[SEP]Phil suddenly brought up how powerful his PC was when Marty started talking about the specs of the two gaming consoles.
My brother received the COVID-19 vaccine and then had diarrhea for a week. The vaccine is the reason my brother's bowels came undone.,false causality,My brother received the COVID-19 vaccine and then had diarrhea for a week.[SEP]The vaccine is the reason my brother's bowels came undone.
“Harold’s new book is well-written because Harold is a wonderful writer.”,circular reasoning,“Harold’s new book is well-written because[SEP]Harold is a wonderful writer.”
Allowing people to possess guns is like giving a bomb to a bunch of kids.,fallacy of logic,Allowing people to possess guns is[SEP]like giving a bomb to a bunch of kids.
Senator Lewis says we should not fund the missile attack program. I disagree. I don't know why she wants to leave us defenseless like that.,fallacy of extension,Senator Lewis says we should not fund the missile attack program.[SEP]I disagree.[SEP]I don't know why she wants to leave us defenseless like that.
"""A 2005 Gallup Poll found that an estimated 25% of Americans over the age of 18 believe in astrology - or that the position of the stars and planets can affect people’s lives. This is roughly 75,000,000 people. Therefore, there must be some truth to astrology!""",ad populum,"""A 2005 Gallup Poll found that an estimated 25% of Americans over the age of 18 believe in astrology - or that the position of the stars and planets can affect people’s lives.[SEP]This is roughly 75,000,000 people.[SEP]Therefore, there must be some truth to astrology!"""
"First we handed out I-pads, now we use Quizizz, next we'll have robot subs!",faulty generalization,"First we handed out I-pads, now we use Quizizz,[SEP]next we'll have robot subs!"
"I don’t care what scientists say, my mother always told me that the world is flat, and she would never lie to me!",fallacy of credibility,"I don’t care what scientists say,[SEP]my mother always told me that the world is flat, and she would never lie to me!"
"Our family has always been farmers, so we should always be farmers",fallacy of credibility,"Our family has always been farmers,[SEP]so we should always be farmers"
"Since many people believe this, then it must be true",ad populum,"Since many people believe this,[SEP]then it must be true"
Evolution is the idea that humans come from pond scum.,appeal to emotion,Evolution is the idea that humans come from pond scum.
comparison or metaphors to relate ideas or situations that are not really that similar,fallacy of logic,comparison or metaphors to relate ideas or situations that are not really that similar
"I don't see how you can believe he is not guilty of that crime. He's a terrible person and I can prove it. In fact, several years ago he was convicted of that same kind of crime.",fallacy of relevance,"I don't see how you can believe he is not guilty of that crime.[SEP]He's a terrible person and I can prove it.[SEP]In fact, several years ago he was convicted of that same kind of crime."
He sometimes behaves violently when I am around him. I don't know what it is that I am doing to make him become so violent.,fallacy of logic,He sometimes behaves violently when I am around him.[SEP]I don't know what it is that I am doing to make him become so violent.
"""If you never gave money to charity, then you must be a greedy millionaire."" What is this?",false dilemma,"""If you never gave money to charity, then you must be a greedy millionaire.""[SEP]What is this?"
"Ms. Long has suggested that our schools let students take statistics instead of algebra to graduate. Frankly, it is puzzling to me that she thinks algebra is a useless subject.",fallacy of extension,"Ms. Long has suggested that our schools let students take statistics instead of algebra to graduate.[SEP]Frankly, it is puzzling to me that she thinks algebra is a useless subject."
Almost everyone at my school will be at the party Friday night. It must be the right thing to do.,ad populum,Almost everyone at my school will be at the party Friday night.[SEP]It must be the right thing to do.
a lifelong Republican who was against Obamacare until it saved his life.,appeal to emotion,a lifelong Republican who was against Obamacare until it saved his life.
"Which fallacy is the following example? ""By rejecting God, you are rejecting goodness, kindness, and love itself.""",appeal to emotion,"Which fallacy is the following example?[SEP]""By rejecting God, you are rejecting goodness, kindness, and love itself."""
"Richard Dawkins, an evolutionary biologist and perhaps the foremost expert in the field, says that evolution is true. Therefore, it's true.",fallacy of credibility,"Richard Dawkins, an evolutionary biologist and perhaps the foremost expert in the field, says that evolution is true.[SEP]Therefore, it's true."
"The newspaper editor homeschools his children. So, any claims he makes about the public school system are biased and untrue.",ad hominem,"The newspaper editor homeschools his children.[SEP]So, any claims he makes about the public school system are biased and untrue."
"Mom: You used up all of the data on our phone plan this month! Kid: I had a math test today that was really, really hard. Can you just forgive me this one time?",fallacy of relevance,"Mom: You used up all of the data on our phone plan this month![SEP]Kid: I had a math test today that was really, really hard. Can you just forgive me this one time?"
Katie likes to read and would rather do that than play sports. Her friends make fun of her and tell her that reading is for nerds. Katie stops reading so much and starts to play sports more.,ad populum,Katie likes to read and would rather do that than play sports.[SEP]Her friends make fun of her and tell her that reading is for nerds.[SEP]Katie stops reading so much and starts to play sports more.
"My mother has always told me not to drink milk after eating fish because she knows a friend whose skin got patched after drinking milk and eating fish together. Besides, many other people have told me the same thing so it must be true.",faulty generalization,"My mother has always told me not to drink milk after eating fish because she knows a friend whose skin got patched after drinking milk and eating fish together.[SEP]Besides, many other people have told me the same thing so it must be true."
I'm hardly prepared to listen to the arguments of an ignorant moron like you.,ad hominem,I'm hardly prepared to listen to the arguments of an ignorant moron like you.
"X is popular; therefore, X is right.",ad populum,"X is popular; therefore,[SEP]X is right."
Jimmy isn't at school today. He must be on a family trip.,false causality,Jimmy isn't at school today.[SEP]He must be on a family trip.
Students should not be allowed to park in lots now reserved for faculty because those lots should be for faculty only.,circular reasoning,Students should not be allowed to park in lots now reserved for faculty because[SEP]those lots should be for faculty only.
"You've got to teach the boys logic! If you don't teach them logic, they won't learn how to think, and they'll become hobos and die in prison! Don't you care about your sons? (Mother to Father)",false dilemma,"You've got to teach the boys logic![SEP]If you don't teach them logic, they won't learn how to think, and they'll become hobos and die in prison![SEP]Don't you care about your sons? (Mother to Father)"
"Only a selfish, non-caring person would believe that this is ok.",ad hominem,"Only a selfish, non-caring person would believe that[SEP]this is ok."
Kyra doesn't know anything about science because she likes weird music,ad hominem,Kyra doesn't know anything about science because[SEP]she likes weird music
"""Trump won't release his tax returns and prove he's clean, therefore he must have something to hide.""",intentional,"""Trump won't release his tax returns and prove he's clean,[SEP]therefore he must have something to hide."""
"If you don't believe in God, you'll go to hell!",appeal to emotion,"If you don't believe in God,[SEP]you'll go to hell!"
Presenting an unqualified person or institution as a source of credible information.,fallacy of credibility,Presenting an unqualified person or institution as a source of credible information.
Words with strong feelings that bring about feelings in the reader. Strong words (+ or -) specifically used to sway the reader,appeal to emotion,Words with strong feelings that bring about feelings in the reader.[SEP]Strong words (+ or -) specifically used to sway the reader
"As a police officer who has worked for the city for 15 years, I have been a witness to distracted drivers and something needs to be done.",fallacy of credibility,"As a police officer who has worked for the city for 15 years,[SEP]I have been a witness to distracted drivers and something needs to be done."
"Either you believe what I’m saying, or you must believe exactly the opposite.",false dilemma,"Either you believe what I’m saying,[SEP]or you must believe exactly the opposite."
"You’re a vegetarian? You do realize that Hitler was a vegetarian, too?",ad hominem,"You’re a vegetarian?[SEP]You do realize that Hitler was a vegetarian, too?"
"Michael Jackson, Kurt Cobain, and Jimi Hendrix were rock stars who died young. Therefore, if you become a rock star, don’t expect to live a long life.",false causality,"Michael Jackson, Kurt Cobain, and Jimi Hendrix were rock stars who died young.[SEP]Therefore, if you become a rock star, don’t expect to live a long life."
"How do you expect me to support a school voucher program? Soon, all of our inner-city schools will have no money left, our children will give up hope, and the entire education system will collapse. No, there's no way I could support a program that will do all that.",fallacy of extension,"How do you expect me to support a school voucher program?[SEP]Soon, all of our inner-city schools will have no money left, our children will give up hope, and the entire education system will collapse.[SEP]No, there's no way I could support a program that will do all that."
All women are bad drivers.,faulty generalization,All women are bad drivers.
"The rooster crows always before the sun rises, therefore the crowing rooster causes the sun to rise.",false causality,"The rooster crows always before the sun rises,[SEP]therefore the crowing rooster causes the sun to rise."
"If you allow the students to redo this one test, they will always want to redo all future tests",faulty generalization,"If you allow the students to redo this one test,[SEP]they will always want to redo all future tests"
", that it must be true",ad populum,", that it must be true"
"Mother: It’s bedtime Jane. Jane: Mom, how do ants feed their babies? Mother: Don’t know dear, close your eyes now. Jane: But mama, do ant babies cry when they’re hungry?",fallacy of relevance,"Mother: It’s bedtime Jane.[SEP]Jane: Mom, how do ants feed their babies?[SEP]Mother: Don’t know dear, close your eyes now.[SEP]Jane: But mama, do ant babies cry when they’re hungry?"
"I want to sell my house for $400,000. A buyer wants it for $100,000, so I must sell it for $250,000.",fallacy of relevance,"I want to sell my house for $400,000.[SEP]A buyer wants it for $100,000, so I must sell it for $250,000."
"Water fluoridation affects the brain. Citywide, student’s test scores began to drop five months after fluoridation began. The water fluoridation must have caused the student's test scores to drop.",false causality,"Water fluoridation affects the brain. Citywide, student’s test scores began to drop five months after fluoridation began.[SEP]The water fluoridation must have caused the student's test scores to drop."
"Each brick in that building weighs less than a pound.  Therefore, the building weighs less than a pound.Example #2: Hydrogen is not wet.  Oxygen is not wet.  Therefore, water (H2O) is not wet.",faulty generalization,"Each brick in that building weighs less than a pound.  Therefore, the building weighs less than a pound.Example #[SEP]Hydrogen is not wet.  Oxygen is not wet.  Therefore, water (H2O) is not wet."
"My cousin Bob works as a mechanic at Oil Changers and he says that renewable energy sources, such as solar and wind power, aren't going to provide any help in fixing our nation's energy crisis.",fallacy of credibility,"My cousin Bob works as a mechanic at Oil Changers and he says that renewable energy sources, such as solar and wind power,[SEP]aren't going to provide any help in fixing our nation's energy crisis."
"Trisha: In an interview, your candidate admitted that he was a thief! Derek: He actually said that when he was three years old, he stole a lollipop from a store, and felt so guilty, that he never stole anything again.",intentional,"Trisha: In an interview, your candidate admitted that he was a thief![SEP]Derek: He actually said that when he was three years old, he stole a lollipop from a store, and felt so guilty, that he never stole anything again."
"My grandfather was a typical Irishman - friendly, outgoing, and drunk half the time.",faulty generalization,"My grandfather was a typical Irishman - friendly, outgoing, and drunk half the time."
My job interview did not go well. I'll never get a job.,faulty generalization,My job interview did not go well.[SEP]I'll never get a job.
The Royals are promoting their team for the next season by telling people to come join the team because everyone else has.,ad populum,The Royals are promoting their team for the next season by telling people to come join the team because everyone else has.
"Bill lives in a large building, so his apartment must be large.""",fallacy of logic,"Bill lives in a large building, so[SEP]his apartment must be large."""
