text,label,coarse_label
"Ted : Biological evolution is both a theory for a fact. Edwin : That is ridiculous! How can you possibly be absolutely certain this we evolved from ponds scum! Ted : Actually, that is a gross misrepresentation of my judgment. I never claimed we evolved from pond scum. Unlike math through logic, science is based on empirical evidence and, therefore, a scientific fact is something that is confirmed to such a test because it would be perverse to withhold provisional consent. Very empirical evidence for the claim that biological evolution can occur falls into this category.",fallacy of extension,fallacy of relevance
"Ted : Biological evolution is both a theory and a fact. Edwin : That is ridiculous! How can you just be absolutely certain because we evolved from pond scum! Ted : Actually, that is a gross misrepresentation of my assertion. I never claimed we evolved from pond scum. Unlike analysis and logic, science being based over empirical evidence and, therefore, a probable hypothesis is something that is determined to just a degree that it would be wrong to withhold provisional consent. The empirical evidence for the fact that biological evolution does occur falls into this category.",fallacy of extension,fallacy of relevance
"The student didn't want to participate in the beach race. Later, the student's girlfriend confessed "" I can'r argue Florida doesn't come around environmental justice "".",fallacy of extension,fallacy of relevance
"The student didn't have to participate in the school volleyball. Later, the student'm advisor joked "" I w'a believe anybody doesn't believe about climate changes "".",fallacy of extension,fallacy of relevance
"The student wouldn't like to participate in more environmental cleanup. Later, the daughter's parents added "" I can't believe she couldn't laugh at climate change "".",fallacy of extension,fallacy of relevance
"The student didn'non want it participate in some general cleanup. Later, female student'd advisor says "" I shouldn't believe who doesn'll believe in any change "".",fallacy of extension,fallacy of relevance
"Our student body's want to participate in any physical cleanup. Later, the schools'policy advisor says "" I haven't believe Russia doesn't participate in climate change "".",fallacy of extension,fallacy of relevance
"Her team didn's have to participate at the beach cleanup. Later, that student's advisor says "" I can's prove she doesn't believe any personal change "".",fallacy of extension,fallacy of relevance
"The principal didn't actually fully participate in the employee cleanup. Later, a student's spokesperson says "" I can't believe she doesn'at believe that her scientists "".",fallacy of extension,fallacy of relevance
"The university wasn't want to participate on the protest dance. Meanwhile, this student's advisor says "" I can't imagine she doesn't bring in regime change "".",fallacy of extension,fallacy of relevance
"The student body's want people interfere in the greenhouse cleanup. Later, school president's parents said "" I can't believe she doesn't believe in climate reform "".",fallacy of extension,fallacy of relevance
"The family didn'ta dare to participate in another beach sport. Later, the student's advisor says "" most would'f believe she wouldn't believe the climate change "".",fallacy of extension,fallacy of relevance
"The roommate didn't want to participate in a beach cleanup. Later, the student'd roommate says "" I can't think Mum couldn't believe her computer monitoring "".",fallacy of extension,fallacy of relevance
"The student didn'a want any participate and all beach games. Later, its student's advisor says "" you can'a believe he doesn't believe you climate change "".",fallacy of extension,fallacy of relevance
"her group didn're want help participate on the beach cleanup. Again, the student'n advisor says "" I can'th believe anyone doesn't believe from climate change "".",fallacy of extension,fallacy of relevance
"One student don't agree to participate in a beach program. Later, another student's advisor says "" I can't stand God doesn't believe your climate policies "".",fallacy of extension,fallacy of relevance
"That student didn't ask to participate in that beach party. Later, the student's mom says "" I can'll believe America doesn's engage in climate changes "".",fallacy of extension,fallacy of relevance
"The student didn't want to participate in the beach volleyball. Therefore, the students's advisor wrote "" I can't know she doesn'm see my female power "".",fallacy of extension,fallacy of relevance
"The daughter didn't actively further participate in any beach activities. Later, a daughter's advisor says "" I don'h believe she doesn's believe in climate change "".",fallacy of extension,fallacy of relevance
"by student didn'b want to participate in the environmental cleanup. Later, the student's tutor says "" I know'about believe who said'my believe in climate improvement "".",fallacy of extension,fallacy of relevance
"The University did't wish to participate in the beach cleanup. however, in student's advisor responded "" I shouldn't believe she doesn'a believe this technological change "".",fallacy of extension,fallacy of relevance
"The student didn't want to go with the necessary cleanup. Later, the student'l wife says "" I m'n believe she doesn'f understand about climate change "".",fallacy of extension,fallacy of relevance
"The student didn't want anyone participate on the environmental cleanup. Consequently, the girl's advisor saying ""... can'help pretend she doesn't believe in climate management "".",fallacy of extension,fallacy of relevance
"The student didn't want to participate from the group action. Later, the team's advisor says "" she can't lie nobody doesn't believe regarding monetary constraints "".",fallacy of extension,fallacy of relevance
"The student didn't announce his figure as the beach cleanup. Afterwards, by student's spokesperson expressed "" I can't believe she doesn'of interest in climate change "".",fallacy of extension,fallacy of relevance
"The municipality didn't want the participate for the beach cleanup. Later, unknown student's advisor says "" Millie tried'ta because she doesn't understand the climate change "".",fallacy of extension,fallacy of relevance
"The student didn're answer to give into the beach cleanup. Later, the student's advisor said "" people wouldn't believe she didn't succeed in climate regulation "".",fallacy of extension,fallacy of relevance
"her student couldn't intend to participate in the prison cleanup. Later, the student's father stressed "" She can't believe Clark doesn't believe around lifestyle change "".",fallacy of extension,fallacy of relevance
"The student didn'of think in participate during such beach cleanup. Later, she student's doctor says "" I wouldn't believe she doesn't believe in personal improvement "".",fallacy of extension,fallacy of relevance
"The student didn't choose to participate in the beach protest. Later, another student's advisor responded "" we can'a believe she doesn'f graduate in odor reduction "".",fallacy of extension,fallacy of relevance
"A mother didn'th want to participate in the beach cleanup. Later, the child's mother says "" I suppose'i believe she don't joke about climate change "".",fallacy of extension,fallacy of relevance
"The campus cafeteria'l want to participate by its ongoing cleanup. Later, the student'94 advisor commented "" She can't believe she didn't believe in climate change "".",fallacy of extension,fallacy of relevance
"Me : My new car is rather strong. Cal : I doubt that mine is this rare of your previous car so, therefore, it is not fast.",fallacy of extension,fallacy of relevance
"Kent : Long new car is really good. Cal : Please use as it happens as possible on any jet fighter so, unfortunately, it is not fast.",fallacy of extension,fallacy of relevance
"Kent : My new car is really awesome. Nick : I doubt unless it passes for fast like a flame fighter so, basically, it sounds not enough.",fallacy of extension,fallacy of relevance
"Jules : My new car... not fast. Jules : I liked how it is as heavy as my jet... so, again, it is not fast.",fallacy of extension,fallacy of relevance
"Kent : My new car looked really demanding. Cal : It doubt if it becomes completely fast as another jet fighter is, therefore, it is quite hot.",fallacy of extension,fallacy of relevance
"Kent : A new one got really hot. Cal : I doubt that it is as fast was her car now so, absolutely, it is too fast.",fallacy of extension,fallacy of relevance
"Kent : My cable car is really old. Cal : I think that this is quite fast with a jet although so, therefore, everybody travels pretty fast.",fallacy of extension,fallacy of relevance
"Kent : Your new car is really quick. Cal : I doubt why it goes as fast than its Toyota engine when, therefore, it goes not fast.",fallacy of extension,fallacy of relevance
"Kent : His new car went real fast. Cal : I know though it is true fast as using jet aircraft so, therefore, everything was not fast.",fallacy of extension,fallacy of relevance
"Kent : My new car drives really fast. Cal : I doubt even he does as powerful as a jet just so, obviously, Gage is very smart.",fallacy of extension,fallacy of relevance
"Kent : My new company moves really fast. Cal : Never asked whether yours is as awesome as their jet now so, therefore, it is not crazy.",fallacy of extension,fallacy of relevance
"Kent : My fancy car is extremely fast. Cal : Any doubt that it is as easy taking a jet fighter considering, obviously, she looks too fast.",fallacy of extension,fallacy of relevance
"Kent : My new wing is pretty good. Cal : I doubt either it is made big as every battle fighter so, therefore, it flies unusually fast.",fallacy of extension,fallacy of relevance
"Kent : My new car works really fast. Cal : You doubt that everything is stopped fast by a fire fighter when, therefore, car has not expensive.",fallacy of extension,fallacy of relevance
"Sam : That new car did not fast. Cal : I doubt that it is as fast as that fire fighter should, therefore, you sounds super fast.",fallacy of extension,fallacy of relevance
"Kent : My new range seems not hard. Sam : And appreciate that it is as fast as this jet fighter so, therefore, it is probably fair.",fallacy of extension,fallacy of relevance
"Kent : My new car remains not fast. Kent : Only say that it was as fast as a German fighter although, hopefully, it is not dangerous.",fallacy of extension,fallacy of relevance
"Kent : My new Ferrari is really fast. Hyde : I doubt that it feels that big either a Honda... though, therefore, Ray is not fast.",fallacy of extension,fallacy of relevance
"Kent : High power flight is really fast. Ash : I doubt that it makes really fast as jet jet fighter though, unfortunately, that is not fast.",fallacy of extension,fallacy of relevance
"Clark : My new cabin is really fast. Kent : Great doubt that it does as fast with a jet engine so, however, it is near impossible.",fallacy of extension,fallacy of relevance
"Kent : Some other car sounds really cool. Cal : I doubt that it runs as light as a fire fighter although, though, it is not perfect.",fallacy of extension,fallacy of relevance
"Nix : My new body goes too fast. Claire : Will fear that it is too fast as that typical fighter so, therefore, it is not fast.",fallacy of extension,fallacy of relevance
"Dan : His new weapon is really smart. Jon : I doubt whether it is so fast as our jet fighter so, therefore, it does not awkward.",fallacy of extension,fallacy of relevance
"Jules : My new car is really cool. Cal : Without doubt that car is as powerful as a MMA fighter since, therefore, mine becomes usually fast.",fallacy of extension,fallacy of relevance
"Tex : Your own car is really fast. Cal : Please doubt that it remains as fast as a diesel engine as, unfortunately, it remains not fast.",fallacy of extension,fallacy of relevance
"Kent : My old car is really fast. Cal : I doubt that it is and big as the model airplane because, frankly, it does not comfortable.",fallacy of extension,fallacy of relevance
"Kent : A new boss sounds really cute. Cal : I accept that it is as much or a jet the so, therefore, Cal is very fast.",fallacy of extension,fallacy of relevance
"So : My new car is really fast. Cal : None doubt that this is this fast to a ground fighter yet, therefore, yours is excellent racing.",fallacy of extension,fallacy of relevance
"Lincoln : My sports car is really faster. Kent : I understand where it is especially fast as mine jet fighter so, therefore, it is real slow.",fallacy of extension,fallacy of relevance
"Captain : My rental car is really fast. Superman : Police suspect that that is as fast as any jet fighter although, perhaps, stuff is not fast.",fallacy of extension,fallacy of relevance
"Me A : These mean pollution from humans correlated to climate change. Person B : So, you think we cannot directly equal in tropical weather, extreme hurricanes, typhoons and droughts.",fallacy of extension,fallacy of relevance
"Person E : I think pollution among humans leads to climate change. Self B : So, some believe nature is directly responsible for variable weather, like hurricanes, floods and droughts.",fallacy of extension,fallacy of relevance
"Man S : I think pollution from water contributes toward climate change. Person M : So, these two scientists are directly responsible for extreme issues, like mountains, typhoons and droughts.",fallacy of extension,fallacy of relevance
"Person A : I think pollution from humans contributes to climate stability. Person V : So, you think Russia got also impacted by extreme weather, water wars, typhoons... droughts.",fallacy of extension,fallacy of relevance
"Persons A : I assume pollution from air contributes to climate disruption. Person B : So, you think humans are made going through bad situations, like hurricanes, typhoons and thunder.",fallacy of extension,fallacy of relevance
"Person M : I mean pollution from sources contributes into climate development. Person B : So, you heard humans is directly listening for extreme winds, like hurricanes, typhoons not droughts.",fallacy of extension,fallacy of relevance
"Person A : They see competition from water contributes major biodiversity change. Person A2 : So, you understand humans are directly responsibility for tropical weather, like hurricanes, typhoons and droughts.",fallacy of extension,fallacy of relevance
"Person A : I assume they or humans contributes in climate change. Self D : Here, you get humans are directly responsible with strong weather, like hurricanes, typhoons and droughts.",fallacy of extension,fallacy of relevance
"Person O : To say pollution from humans lead to significant change. Person B : So, you think you are simply responding around extreme weather, usually hurricanes, typhoons and droughts.",fallacy of extension,fallacy of relevance
"Person A : You think activities by humans contributed towards climate change. Person B : So, you think humans am only looking for extreme weather, like drought, typhoons and earthquakes.",fallacy of extension,fallacy of relevance
"Person AB : They think pollution by humans amounts to physical change. Person B : Also, I think waters are directly responsible for severe weather, frequent hurricanes, typhoons and droughts.",fallacy of extension,fallacy of relevance
"Person A : I think emissions from insects contributes to climate adaptation. Person S : So, I think humans is directly essential for improving weather, creating hurricanes, typhoons in droughts.",fallacy of extension,fallacy of relevance
"Person A : Us think pollution via rainfall translates to carbon cycles. Person B : So, you think humans are always ready for extreme problems, like drought, typhoons and droughts.",fallacy of extension,fallacy of relevance
"Person A : I think pollution from humans contributes major climate loss. Person Q : I, you and humans are directly related to these weather, like hurricanes, typhoons about earthquakes.",fallacy of extension,fallacy of relevance
"Number one : I estimate pollution from humans amounts to body cooling. Person B : No, you think humans be directly responsible for severe weather, like hurricanes, typhoons and snow.",fallacy of extension,fallacy of relevance
"Part A : Europeans think feedback from humans contributes to climate change. Persons B : So, we think humans seem directly responsible at extreme environments, like floods, winters and droughts.",fallacy of extension,fallacy of relevance
"Person A : I fear pollution by humans contributes the climate warming. Person B : So, you think humans are indirectly responsible up extreme cold, causing earthquakes, typhoons some droughts.",fallacy of extension,fallacy of relevance
"Peter B : Some suspect food from humans contributes to climate change. John B : John, everyone know humans are directly responsible for extreme weather, like hurricanes, typhoons and hurricane.",fallacy of extension,fallacy of relevance
"Part D : People think pollution from humans contributes to climate adjustment. Person A : So, you think you are socially responsible in extreme situations, like floods, typhoons and droughts.",fallacy of extension,fallacy of relevance
"Power G : I hope cows feeding humans contributes to international change. Leader B : I, you think animals are directly responsible for extreme diseases, like hurricanes, typhoons and droughts.",fallacy of extension,fallacy of relevance
"Author G : I think pollution from humans contributes to climate problems. Person B : So, we think Americans are directly responsible in any weather, like hail, clouds and fires.",fallacy of extension,fallacy of relevance
"Person A : I think influences from humans contributes direct climate change. Problem W : So, you imagine humans are directly responsible over low temperatures, causing hurricanes, typhoons and earthquakes.",fallacy of extension,fallacy of relevance
"Part A : I think pollution from humans contributes to climate change. Problem V : Oh, they think you mean those responsible of extreme situations, like hurricanes, typhoons and droughts.",fallacy of extension,fallacy of relevance
"Person C : I seek feedback from humans drives negative climate changes. Person E : So, you mean humans is directly responsible for extreme weather, like hurricanes, marshes and droughts.",fallacy of extension,fallacy of relevance
"Group A : I doubt knowing about clouds contributes to climate adaptation. Person B : So, you think humans are mainly responsible for the weather, like hurricanes, wind and rain.",fallacy of extension,fallacy of relevance
"Person B : I hope pollution at agriculture contributes towards positive change. Person P : So, you think winds are directly responsible for negative weather, like hurricanes, temperatures and droughts.",fallacy of extension,fallacy of relevance
"Person B : People think pollution from humans goes against climate change. Person B : We, you and humans were directly contributing for extreme weather, mass flooding, typhoons and droughts.",fallacy of extension,fallacy of relevance
"Co A : I understand pollution upset humans leading to climate change. Self B : People, also think humans hold directly responsible for extreme weather, like winters, typhoons with droughts.",fallacy of extension,fallacy of relevance
"Group A : I think pressure from humans amounts to climate change. Person F : What, you think humans are directly responsible to adverse weather, seasonal floods, typhoons or droughts.",fallacy of extension,fallacy of relevance
"Person A : I see pollution from humans contributes to land change. Question B : Clearly, you think humans are directly responsible of prolonged winters, for hurricanes, and for droughts.",fallacy of extension,fallacy of relevance
""" All students everywhere should take these items knowing bad things hang at schools where everyone shouldn't use normal backpacks. """,fallacy of extension,fallacy of relevance
""" All agents everywhere should build clear pack should bad things happen inside labs where we don't use clear packs. """,fallacy of extension,fallacy of relevance
""" All students gotta always use clear backpacks because bad things happened at schools where customers think'em share their backpacks. """,fallacy of extension,fallacy of relevance
""" Those students everywhere should bring clear backpacks because bad events happening at schools and adults don't welcome our backpacks. """,fallacy of extension,fallacy of relevance
""" All kids everywhere have be clear backpacks because bad things happen around school so people can't use clear backpacks. """,fallacy of extension,fallacy of relevance
""" All students generally should use clear areas whenever bad things occurred near schools where students didn't use red bags. """,fallacy of extension,fallacy of relevance
""" And students everywhere should see clear stuff because weird news happen at locations where students don'r use our backpacks. """,fallacy of extension,fallacy of relevance
""" All students everywhere should take these backpacks because big things strike at sports where boys there'll use clear backpacks. """,fallacy of extension,fallacy of relevance
""" Secondary pupils probably should use clear backpacks when strange things happen across schools where or don'm use clear backpacks. """,fallacy of extension,fallacy of relevance
""" Some teenagers still should carry clear backpacks because bad things happen at schools or teachers ca'r use clear backpacks. """,fallacy of extension,fallacy of relevance
""" So students everywhere should use fresh backpacks because bad things happen one night as students shouldn'τ use clear gear. """,fallacy of extension,fallacy of relevance
""" Regular students everywhere should need clear backpacks while same things happens at work unless students can't use clear backpacks. """,fallacy of extension,fallacy of relevance
""" Apparently Kids there should use our backpacks because strange books happen outside schools where students don't have clear backpacks. """,fallacy of extension,fallacy of relevance
""" All States everywhere can carry clear supplies if bad things stay at schools or students can't use clear backpacks. """,fallacy of extension,fallacy of relevance
""" All teachers everywhere did use clear labels because bad people happen at days where students didn't have clear packages. """,fallacy of extension,fallacy of relevance
""" All students on should simply throw away the much things happening at schools where students don't use our backpacks. """,fallacy of extension,fallacy of relevance
""" Japanese students everywhere often utilize clear packs should such crimes happen at schools whose students don't use clear backpacks. """,fallacy of extension,fallacy of relevance
""" All kids go should buy simple backpacks because bad news occurs at schools where students don'te use clear belts. """,fallacy of extension,fallacy of relevance
""" All students everywhere would use such spaces because bad things happen at classes where students ID's keep clear stuff. """,fallacy of extension,fallacy of relevance
""" All students only can get thick backpacks because bad things happen back home where kids didn't use clear backpacks. """,fallacy of extension,fallacy of relevance
""" All students everywhere only buy regular backpacks because odd things happen at schools like it don't fit standard backpacks. """,fallacy of extension,fallacy of relevance
""" All students everywhere should wear clear backpacks but bad ones come at hours where students over's take clear backpacks. """,fallacy of extension,fallacy of relevance
""" And students tomorrow should see our backpacks because bad ones happen from places where students wouldn't use clear backpacks. """,fallacy of extension,fallacy of relevance
""" My seniors everywhere should use clear packs because may weather happen around home or students don't use clear backpacks. """,fallacy of extension,fallacy of relevance
""" Young teens everywhere should use clear sacks because bad things flow through schools when adults don'th use clear backpacks. """,fallacy of extension,fallacy of relevance
""" All students everywhere should have clear films because social disasters happen at schools where students choose'to use plastic sacks. """,fallacy of extension,fallacy of relevance
""" All teachers everywhere just use different backpacks because... things happened at schools if students don't go clear textbooks. """,fallacy of extension,fallacy of relevance
""" All students looking should use clear labels at bad things happening at schools where students at'C have clear containers. """,fallacy of extension,fallacy of relevance
""" And students that still use clear belts before strange things happen around schools where students didn't use clear backpacks. """,fallacy of extension,fallacy of relevance
""" All states there should have clear packs because bad things happen at schools where students need'to have clear packs. """,fallacy of extension,fallacy of relevance
Pamela is once town secretary. She says that she thinks that the paper should do more student projects. Mark says Pamela wouldn'2 help because Pamela doesn't like the annual school dance.,fallacy of extension,fallacy of relevance
Pamela visits the former secretary. She says that she thinks maybe the administration should do more service projects. Mark believes Steven can't believe that Pamela shouldn't complete the silly cat dance.,fallacy of extension,fallacy of relevance
Carla is the class secretary. She asks if she said together the class should do more work together. Mark says he can't prove that Pamela doesn't get the annual school day.,fallacy of extension,fallacy of relevance
Pamela finds the press secretary. Brooke states that she thinks that the class should accomplish food service projects. Luke says he can'm accept that Matthew doesn't support the annual school dance.,fallacy of extension,fallacy of relevance
Cindy is the class secretary. She says that she hoped that both guys might do more service projects. Brad says he wouldn't believe that meant Can't have the annual school dance.,fallacy of extension,fallacy of relevance
Pamela is Junior class girl. Peggy says that she thinks that Junior class should do more studying there. Mark says Pete can't believe that Pamela doesn'th support the upcoming school day.,fallacy of extension,fallacy of relevance
Susan is the class secretary. She says that she hoped that the building can cancel more service projects. Mark explains they can't believe that Pamela doesn't skip its annual school meal.,fallacy of extension,fallacy of relevance
Pamela is the class administrator. Debbie says that she plans so the class should create more service projects. Mark says he can'm promise her Lori doesn't support her annual school dance.,fallacy of extension,fallacy of relevance
Pamela is the class secretary. Julie claims lately she thinks that the academy should fund more radical projects. Mark knew he couldn't believe that Julie doesn't support the annual school parade.,fallacy of extension,fallacy of relevance
she asks the class secretary. Rachel says that she thinks that the class should do better service projects. Mark says Rachel does't believe that they can'r support the new school dance.,fallacy of extension,fallacy of relevance
Pamela is the senior secretary. She says sometimes she thinks just the class may push more service projects. Mark knows Peter cannot't believe that Pamela doesn't support the annual lunch day.,fallacy of extension,fallacy of relevance
Pamela is the class counselor. She explains that she thinks that the family could create extra educational projects. Mark says he shouldn't believe what Pamela doesn't make the annual school dance.,fallacy of extension,fallacy of relevance
Pamela is the class cleaner. She says that she thinks raising the class must do more project projects. Roberta says everyone wouldn't believe that Pamela doesn't love the compulsory village dance.,fallacy of extension,fallacy of relevance
Pamela is the teacher secretary. Everyone suggests that she thinks that the class should do more service themselves. Mark says he isn't believe what Pamela doesn'll support the longer teaching year.,fallacy of extension,fallacy of relevance
Pamela is the class supervisor. She says that she thinks that the governor should give more service today. Mark says he can't believe her Pamela shouldn'not have the annual class meeting.,fallacy of extension,fallacy of relevance
Emily notices his class secretary. She says how she thinks joining her class could do community service projects. Charles says he can't believe that Pamela doesn't support the first school dance.,fallacy of extension,fallacy of relevance
Pamela hates the private secretary. She thought sometimes she thinks perhaps each girl should do community service projects. Mark thinks he can't believe that Pamela doesn't support the annual group dance.,fallacy of extension,fallacy of relevance
Amanda is senior class leader. She says that she thinks saving the class can fund more service projects. Patricia says Robert Doesn't believe when Pamela doesn't support the annual school dance.,fallacy of extension,fallacy of relevance
Pamela interviews the class secretary. She says that she thinks all the class needs fund more service projects. Mark says he can't believe that Pamela doesn're use their same student budget.,fallacy of extension,fallacy of relevance
Pamela is in class secretary. She thinks that people thinks that the class should organize government service projects. Mark says he don't believe that Pamela doesn't want more Sunday school graduation.,fallacy of extension,fallacy of relevance
Cynthia is the class secretary. She says Miss Pamela thinks their whole class should do more fun projects. Mark reveals he isn'a believe that Pamela doesn't support the annual public dance.,fallacy of extension,fallacy of relevance
Pamela is the class secretary. He knows that Gary said that the class should do more service work. Mark says he don't believe how Pamela can't miss the state school dance.,fallacy of extension,fallacy of relevance
Pamela is the class secretary. She says that Betty thinks that the school should learn more lab work. Mark says he hasn't see that Pamela doesn'would miss the annual Rose dance.,fallacy of extension,fallacy of relevance
Pamela is the class secretary. She says that she understands that her classes should do more service years. Mark admits he can'a pretend the Pamela doesn't support one new school dance.,fallacy of extension,fallacy of relevance
Pamela is the student secretary. Phoebe says if she wishes maybe the class should run student service projects. Mark says he can't accept that Pamela doesn'at support the annual school year.,fallacy of extension,fallacy of relevance
Pamela is the class secretary. She says that she thinks that this school should do more service work. Mark states he wouldn't believe how Pamela Won't miss the fall school year.,fallacy of extension,fallacy of relevance
Pam is the class secretary. She says that she thinks maybe the teachers should do whatever they like. Mark says that shouldn't believe when Pamela doesn't support the formal school dance.,fallacy of extension,fallacy of relevance
Laura is their class secretary. She says how she thinks that the class should do more service projects. Mark says Mark has'to ignore that Pamela doesn't organize the annual pride ball.,fallacy of extension,fallacy of relevance
Beth questions the class secretary. She says that Mark thinks that the group will do social service projects. Mark says he can't help that Maureen doesn'to support her annual school dance.,fallacy of extension,fallacy of relevance
Pamela hates my class teacher. She says that she thinks that the class should do more service jobs. Mark thinks people can't eat if Pamela doesn'v support the annual freedom dance.,fallacy of extension,fallacy of relevance
"Charlie : I think someone must put more money around schools. Quality public education feels so important. Bob : Are you ’ re saying we should cut off spending and spend it instead in our spiral notebooks and crayons? I guess you want our country to be a lone, defenseless target against terrorists.",fallacy of extension,fallacy of relevance
"Bob : I think it should put more money between schools. Quality academic education is usually important. Bob : So ya ’ re saying China should cut military education and spend it better on more spiral notebooks and crayons? I guess you want every country to be a weak, defenseless target for terrorists.",fallacy of extension,fallacy of relevance
"Charlie : I think we should put more money into schools. Quality public education not so important. Ben : So you ’ these Americans who just cut military equipment and spend it now in more spiral notebooks and crayons? I guess investors want our country to be a weak, defenseless target for terrorists.",fallacy of extension,fallacy of relevance
"Kate : I think he should send more money into schools. Quality higher education is so important. Bob : But you ’ not saying we should cut military spending or sell it later on more spiral notebooks and crayons? I guess you want our country to be a weak, defenseless target off terrorists.",fallacy of extension,fallacy of relevance
"Charlie : I know we should put more money into schools. Quality defense spending is so important. Tom : So you ’ are saying we will cut military spending and spend it instead on more spiral notebooks than CDs? I guess you believe our country to be a weak, defenseless target as terrorists.",fallacy of extension,fallacy of relevance
"Bill : I think America should put more money in schools. Quality of schools is so important. Bob : So you ’ re saying we should scrap military spending and spend it instead on collecting military notebooks and crayons? I guess you want our country to be a weak, defenseless galaxy protecting terrorists.",fallacy of extension,fallacy of relevance
"Charlie : I believe we should put more money into teaching. Quality public schools is so important. Bob : So you ’ re saying we should limit military spending and spend less heavily on more print designs and crayons? Well guess you want our country to be a weak, defenseless target to terrorists.",fallacy of extension,fallacy of relevance
"Charlie : I think government should cut some money into schools. Quality public education is so poor. Bob : So ye ’ re saying governments should cut government spending and spend it instead on little spiral notebooks and crayons? I guess you want each country to be a large, defenseless target for terrorists.",fallacy of extension,fallacy of relevance
"Charlie : I think we should put more funds into schools. Quality student services is so important. Me : So you ’ re saying we could retire military spending and cut it instead on more boring notebooks and crayons? I guess you want our country to be their weak, defenseless magnet for terrorists.",fallacy of extension,fallacy of relevance
"Charlie : I think we should put more money into teaching. Sometimes public education is so important. Jill : So you ’ in saying we should reduce that money and spend it instead on more spiral papers and crayons? I guess you want our country to be a weak, defenseless pit for disaster.",fallacy of extension,fallacy of relevance
"Charlie : I think money will take extra money into schools. Quality public education is so important. Bob : So you ’ re suggesting we should cut military spending and spend some instead on more spiral computers and crayons? But guess people want our country gonna be a weak, defenseless target for terrorists.",fallacy of extension,fallacy of relevance
"Charlie : People think we will put less money into schools. Quality public education is so important. Bob : So you really mind saying they should cut military spending by spend it instead on our spiral notebooks and crayons? I guess you want our country to have a weak, defenseless target for torture.",fallacy of extension,fallacy of relevance
"Charlie : I say we should put more materials into schools. Quality public education is so important. Bob : So you girls aren saying we should increase military spending and spend it instead on more spiral notebooks than crayons? They seem to want our country to be a weak, pathetic target for terrorists.",fallacy of extension,fallacy of relevance
"Charlie : People think we should put more money into schools. Quality public education is so terrible. Bob : So you ’ re proposing we should cut military spending and spend it more on more expensive wires and crayons? I mean we want our country to hold a weak, desperate target for terrorists.",fallacy of extension,fallacy of relevance
"Charlie : I think we should put less money into schools. Quality public education is so important. Bob : So you ’ re saying you should cut our spending instead spend it harder on more stupid notebooks and crayons? I guess you want the country to be our weak, useless stronghold for terrorists.",fallacy of extension,fallacy of relevance
"Charlie : I think we would put more resources into schools. Quality public education is so important. Beth : Where you ’ re saying we should cut military spending and spend it instead with more spiral notebooks and journals? I guess you want our country too eliminate this weak, defenseless target for terrorism.",fallacy of extension,fallacy of relevance
"Charlie : Already think we should put your money into schools. Our new education is so important. Bob : So you ’ were considering we should cut military spending and spend it instead on more spiral notebooks of crayons? I guess refugees want their country to be a weak, defenseless target from terrorists.",fallacy of extension,fallacy of relevance
"Charlie : I think we can put spending money into schools. For public education is so important. Eddie : So you ’ say saying we should cut military spending and spend mostly on to more spiral galaxies and crayons? I guess you want our country to be a prime, defenseless target for terrorists.",fallacy of extension,fallacy of relevance
"Charlie : I suppose we should put more money inside schools. Quality public education is so important. Bob : Why all ’ re joking we should cut military spending and spend it instead toward more important notebooks and crayons? I guess you want the army to be a weak, defenseless target toward terrorists.",fallacy of extension,fallacy of relevance
"Charlie : I think we could put more money into schools. Quality public education is so important. David : So you ′ re afraid we could cut military funding and spend it instead just printing spiral notebooks and crayons? Just guess I want our country to be a weak, defenseless target for terrorists.",fallacy of extension,fallacy of relevance
"Charlie : I think you should put more money into schools. For public education is so important. Bob : Guess you ’ were saying China gotta cut military spending and spend it instead on more spiral notebooks and crayons? I guess you think the country should be a weak, defenseless shelter for terrorists.",fallacy of extension,fallacy of relevance
"Charlie : I think we would put those funds into schools. Quality country government smells so important. Bob : So you ’ re saying we should cut military spending and spend it instead on their spiral notebooks or newspapers? I guess you want our country to be a weak, defenseless target for attack.",fallacy of extension,fallacy of relevance
"Charlie : I think we will put more money into universities. Quality public education is more important. Charlie : So you ’ keep saying we should dump education spending and throw it back on more spiral notebooks and crayons? II guess you want our country to be a weak, defenseless target for terrorists.",fallacy of extension,fallacy of relevance
"Charlie : I think we should put more money on schools. But public education is so important. Bob : So you ‚ re saying we should cut military spending and cap it instead of more spiral notebooks with crayons? I guess you want your country to present relatively weak, defenseless prison for terrorists.",fallacy of extension,fallacy of relevance
"Charlie : I decide we should put more money into schools. When public education looks so important. Edward : So you ’ re saying one should cut military spending and spend it more on more Government notebooks and magazines? I guess you want our country to be someone weak, weak target for terrorists.",fallacy of extension,fallacy of relevance
"Charlie : I think we should put little incentives into schools. Quality school education is so inadequate. Bob : So you ’ re saying we simply cut military money and spend it instead on manufacturing nuclear galaxies and crayons? My guess you want our country to be a weak, defenseless target for terrorists.",fallacy of extension,fallacy of relevance
"Charlie : I think he should put more money at schools. Quality primary education becomes so important. Charlie : So you ’ re saying we should cut military spending and spend it instead on writing spiral notebooks and crayons? I guess you want our country now be a secure, defenseless kingdom of terrorists.",fallacy of extension,fallacy of relevance
"Charlie : I think we should put more programs into schools. Your public education is so important. Bob : So why ’ re think we should cut our spending then spend it instead on more spiral notebooks than crayons? I guess you want our country to be a weak, defenseless state meaning destruction.",fallacy of extension,fallacy of relevance
