text,label,label_updated
"in horrific sardine-packed conditions. 90% were written off as 'spoilage' accepted to die enroute. Newport, the slave trade hub, was called 'The Jewish Newport slave trade center'. Jews ran the agencies on the ground in Africa which plied tribes with Whiskey and alcohol to sell their children.",fallacy of red herring,fallacy of relevance
"""Black men have 20% more testosterone than white men. Testosterone is strongly linked to aggression, and rage."" is not taken out of context. It gives a very clear and fact based conclusion. There is no room for bias, or contortion.",fallacy of red herring,fallacy of relevance
"the choice to become religious demands a certain level of introspection and consciousness, something that is hard to demand from a child. The choice to become religious is personal, and not something one is forced into by for example parents.",fallacy of red herring,fallacy of relevance
"Being mean to others is wrong.
 Therefore, it cannot possibly be part of our nature.",fallacy of red herring,fallacy of relevance
Holocaust 'evidence' is littered with recanted stories - people who argued for many many years that they were subjugated in the Holocaust - but then shown to have lied. Of those that remain (Elie Wiesel) - a fellow camp friend of the real Elie Wiesel from Auschwicz says he lies and is not him.,fallacy of slippery slope,fallacies of defective induction
"I don’t care what scientists say, my mother always told me that the world is flat, and she would never lie to me!",fallacy of credibility,fallacies of defective induction
"Dicky: So how do you think life began?
 Ralphie: Simple. Aliens from another planet seeded this planet with life billions of years ago.
 Dicky: OK, but how did that alien life form begin?
 Ralphie: Simple. Aliens from another planet seeded that planet with life.",circular reasoning,fallacies of presumption
"Because recent polling indicates that no voters in the county are strongly in favor of the proposed amendment, we can expect strong opposition to the amendment when it is voted on next month.",false dilemma,fallacies of defective induction
Steel beans can freeze jet duel.,fallacy of red herring,fallacy of relevance
"If you don't pay taxes, you don't deserve the right to vote.",false dilemma,fallacies of defective induction
"Mom: ""Did you finish your homework?"" Son: ""Hey, did I tell you that I got an A on my physics test today!""",fallacy of red herring,fallacy of relevance
"Power lines cause cancer. I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, ""Please do whatever you can so that other kids won't have to go through what I am going through.""",appeal to emotion,fallacy of relevance
Distorts the democratic process.,fallacy of red herring,fallacy of relevance
"The U.S violates the international human rights standards, which includes providing basic healthcare for everyone.",fallacy of credibility,fallacies of defective induction
Bush did 9/11,circular reasoning,fallacies of presumption
We know God exists because he made everything,circular reasoning,fallacies of presumption
"Who gives a shit to today's economists. They know shit about economy. It abhors me to read Piketty's ""solutions"" to 2008/9 crisis, it is really a hopeless field of study.
 It's like 1900 all over again.",prejudicial language,fallacy of relevance
"""A baseball pitcher bought new socks before he pitched a winning game. The new socks caused a pitcher to throw faster! He will wear the new socks for EVERY game now.""
 
 This is an example of...",false causality,fallacies of defective induction
Check out the pretty lights. Don't look behind the curtain.,fallacy of red herring,fallacy of relevance
Magic mouse is a bad mouse in general,ad populum,fallacy of relevance
"Joey's refrigerator broke after Rachel moved in; therefore, Rachel caused Joey's refrigerator to break.",false causality,fallacies of defective induction
My job interview did not go well. I'll never get a job.,faulty generalization,fallacies of defective induction
You could be asked to pay with sexual favours.,fallacy of red herring,fallacy of relevance
Royal's promoting their team for the next season by telling people to come join the team because everyone else has.,ad populum,fallacy of relevance
"Is any of this evidence different from evidence provided by Herman Rosenblat? A man who has admitted it was merely 'real in his head'? How precisely is the evidence different from that provided by Ellie Wiesel, who wrote a book Night - A former friend from the camp does not recognize Elie Wiesel.",fallacy of credibility,fallacies of defective induction
"""Jollibee or McDonalds for lunch?""
 
 The sentence is an example of what fallacy?",false dilemma,fallacies of defective induction
"""That's what abortion is - killing innocent humans for money. Abortionists are government licensed hit men.""",ad hominem,fallacy of relevance
Eat lamb--could thousands of coyotes be wrong?,ad populum,fallacy of relevance
Trans fats are as bad as biological weapons.,fallacy of red herring,fallacy of relevance
"""You're clearly just too young to understand what's happening."" The statement is an example of""¦",ad hominem,fallacy of relevance
Capitalism is a system in which a society is expected to compete in itself to make money and survive. Capitalism also encourages individualism which alone is a social catastrophe. We are expected to work for our individual interests only.,fallacy of red herring,fallacy of relevance
they may do it anyway,fallacy of red herring,fallacy of relevance
"""If America doesn't send weapons to the Syrian rebels, they won't be able to defend themselves against their warring dictator. They'll lose their civil war, and that dictator will oppress them, and the Soviets will consequently carve out a sphere of influence that spreads across the entire Middle East.",faulty generalization,fallacies of defective induction
All engineers are introverts who would rather relate to computers than people.,faulty generalization,fallacies of defective induction
A commercial claims that a specific brand of cereal is the best way to start the day because athlete Michael Jordan says that it is what he eats every day for breakfast.,fallacy of credibility,fallacies of defective induction
"Student: You didn't teach us this; we never learned this.
 
 Teacher: So, what you're saying is that you just didn't study it after we went over it in class right? That you don't want to put in the work?",fallacy of extension,fallacy of relevance
"Scientist: Evolution explains how animals developed, adapted and diversified over millions of years.
 Opponent: If we evolved from monkeys, why are there still monkeys? And why don't we have three arms? Wouldn't that give me a competitive advantage?
 What kind of a logical fallacy is this?",fallacy of extension,fallacy of relevance
"Computer science... differs from physics in that it is not actually a science. It does not study natural objects. Rather, computer science is like engineering; it is all about getting something to do something.",fallacy of red herring,fallacy of relevance
"Radio talk show host, on learning that an association of critical thinking professors had suggested his show as a source of fallacious reasoning: ""Who are these people? They talk to maybe 30 people at a time. I talk to 5 million people every day. They could not begin to do what I do. They are just gnats flying around getting in the way.""",fallacy of red herring,fallacy of relevance
"Alright, this is what you wrote on that 'admin' discord when I suggested using a poll to see if people would like longer sessions.
 ""
 People don't know their shit from their food tho
 As we are it's worked out pretty well, polls are a popularity thing whereas informed debate and consent are better",ad hominem,fallacy of relevance
Two words: New Coke.,fallacy of credibility,fallacies of defective induction
"""Either you love me, or you hate me.""",false dilemma,fallacies of defective induction
"President Jones raised taxes, and then the rate of violent crime went up. Jones is responsible for the rise in crime.",false causality,fallacies of defective induction
All football players are dumb jocks.,faulty generalization,fallacies of defective induction
Lenin could not have been a mushroom because a mammal cannot be a plant.,fallacy of red herring,fallacy of relevance
Social benefits should be considered a right rather than something that needs justification of any kind.,circular reasoning,fallacies of presumption
"Religion may have been wrong about a few things, but science has been wrong about many more things!",faulty generalization,fallacies of defective induction
That which is legal is not necessarily just.,fallacy of red herring,fallacy of relevance
"Your brain is made of molecules.  Molecules are not the source of consciousness.  Therefore, your brain cannot be the source of consciousness.",faulty generalization,fallacies of defective induction
He killed Hitler.,fallacy of red herring,fallacy of relevance
There are creationists that exist who mix science with their religion. Some believe that the universe is actually 13.8 billion years old and that god did use evolution to create. They interpret their religious texts and certain word usages to support scientific findings.,fallacy of red herring,fallacy of relevance
"You cannot blame your friends for a rain delay just because every time they go with you to a ballgame it storms and
play is delayed. Likewise, the fact that a pitcher bought new socks before he pitched a winning game does not mean that new
socks cause a pitcher to throw faster.",false causality,fallacies of defective induction
"The monetary system is based upon units of account which are mostly created via debt instruments. So the interest on debt is always greater than the total supply of money units. Therefore, the debt is mathematically impossible to settle.",false causality,fallacies of defective induction
"""Standardized dress should be used in schools because kids should wear standardized dress.""",circular reasoning,fallacies of presumption
The world runs on individuals pursuing their self interests. The great achievements of civilization have not come from government bureaus. Einstein didn’t construct his theory under order from a bureaucrat. Henry Ford didn’t revolutionize the automobile industry that way.,fallacy of red herring,fallacy of relevance
"Look, the only way to improve social programs is to raise taxes. You have to either raise taxes, or accept that the poor and needy are going to suffer.",false dilemma,fallacies of defective induction
even a simple linux tool like 'top' is 50 thousand lines of code when it could be a few hundred.,circular reasoning,fallacies of presumption
I hate balloons.,fallacy of red herring,fallacy of relevance
"""Fact"" is defined as ""a thing that is indisputably the case."" (per google). Dispute exists - so Evolution is a theory, as is everything produced by science. In science, we refine theory as new evidence arises. Evolution is not a ""fact"" - but it is, indeed, the best explanation for what we see today.",circular reasoning,fallacies of presumption
"Cassie has no school spirit""”she never comes to any of our football games.
 guilt by association: a negative association intended to discredit someone or something",false dilemma,fallacies of defective induction
"CSIRO: ""By 2030 the LCOE ranges of both conventional coal and gas technologies as well as wind and large-scale solar converge to a common range of A$50 to A$100 per megawatt hour."" (LCOE is levelized cost of electricity)",fallacy of slippery slope,fallacies of defective induction
"MARVIN STONE: You suggest that we scrap the SALT II treaty already negotiated, and intensify the build-up of American power to induce the Soviets to sign a new treaty - one more favorable to us. President Carter, on the other hand, says he will again try to convince a reluctant Congress to ratify the present treaty on the grounds it's the best we can hope to get. Now, both of you cannot be right. Will you tell us why you think you are?
RONALD REAGAN: Yes. I think I'm right because I believe that we must have a consistent foreign policy, a strong America, and a strong economy. And then, as we build up our national security, to restore our margin of safety, we at the same time try to restrain the Soviet build-up, which has been going forward at a rapid pace, and for quite some time.
October 28, 1980
Cleveland, Ohio
What logical fallacy did Reagan’s response illustrate the use of?",appeal to emotion,fallacy of relevance
I bought new shoes then my head started itching. I must be allergic to the shoes.,false causality,fallacies of defective induction
Kevin's grandparents do not know how to use a computer. Kevin thinks that all older people must be computer illiterate.,faulty generalization,fallacies of defective induction
"Every sunrise, the rooster makes a sound. So it is the rooster which makes the sun rise.",false causality,fallacies of defective induction
"""Right when I sneezed, the power went off. I must've caused the outage."" Bragged Zohaw.",false causality,fallacies of defective induction
Best Buy is the best electronics store because people line up outside of it on Black Friday.,ad populum,fallacy of relevance
"John: Can you please help me push my car to the side of the road until the tow truck comes?
 Paul: Why push it to the side of the road? Why not just leave it?
 John: It is slowing down traffic unnecessarily where it is.
 Paul: Many things slow down traffic""”do you feel you need to do something about all them?
 John: No, but this was my fault.
 Paul: Was it really? Were you the direct cause of your car breaking down?
 John: Are you going to help me move this damn car or not?!",fallacy of red herring,fallacy of relevance
"""Pain-Away worked for me, so it's sure to work for you, too.""",faulty generalization,fallacies of defective induction
"It doesn't fulfill its intended function, the reduction of crime and the protection of innocents. It doesn't reduce crime and often harms innocents",circular reasoning,fallacies of presumption
"features and principles from functional programming (e.g. first-order functions, immutability, monads) find wide application in established and new programming languages and at a higher level in system design (Google MapReduce, Twitter Finagle etc.)",fallacy of credibility,fallacies of defective induction
marijuana shouldn't be legalized because it wasn't socially acceptable.,circular reasoning,fallacies of presumption
"I have created this premise, but I am not this premise.",fallacy of red herring,fallacy of relevance
This happens when you assume that something is acceptable just because it is very common.,ad populum,fallacy of relevance
"fallacy suggesting that because everyone believes something or does something, it must be valid, accurate, or effective.",ad populum,fallacy of relevance
"""You should run right out and purchase the newest iPhone 22 because you will literally be the only one who doesn't own one!"" This is an example of what type of persuasive technique?",ad populum,fallacy of relevance
it guarantees massive income inequality. Capital returns dominate all other returns as proven by empirical data.,fallacy of red herring,fallacy of relevance
"Since Samantha got that new apron, she hasn't burned any cookies. That new apron sure does help her cooking!",false causality,fallacies of defective induction
"Maria has been working at her current job for more than 30 years at the same wage. She desperately wants a raise so she approaches her boss to ask for one. She says, ""You are one of the kindest people I know. You are smart and good-looking and I really love your shoes.""",appeal to emotion,fallacy of relevance
How has that worked out for us in the past?,circular reasoning,fallacies of presumption
"Life is ""just"" particle physics.",fallacy of red herring,fallacy of relevance
"Gertrude: I am tired of having to fill out these forms all day. Can't we find a more efficient system?
 Cindy-Lou: If you're not happy with the way we do things, we can find someone who is!",ad hominem,fallacy of relevance
"I know you want to imprison me for having murdered my parents, but judge, have mercy on me, I'm an orphan!",fallacy of red herring,fallacy of relevance
You pre suppose that we have evolved from something. This is inherently false. Erybody knows that God created Adam and Eve because Sims 4 was out of stock.,fallacy of credibility,fallacies of defective induction
"Calling Senator Warren ""Pocahontas,"" instead of debating her ideas on cancelling student loan debt is an example of:",ad hominem,fallacy of relevance
It is ridiculous to have spent thousands of dollars to rescue those two whales trapped in the Arctic ice. Why look at all the people trapped in jobs they don't like.,fallacy of red herring,fallacy of relevance
"Senator Jones supports a strong national defense. If you do vote for him, our country will be invaded, and it will start World War III.",appeal to emotion,fallacy of relevance
"I had a real bad headache, then saw my doctor. Just by talking with him, my headache started to subside, and I was all better the next day. It was well worth the $200 visit fee.",false causality,fallacies of defective induction
The Triffids are coming and they'll be pretty upset to find we've denied them rights.,fallacy of red herring,fallacy of relevance
"While debating with a friend on which movie would be better to see, you use the argument that your opinion on movies is better because your friend picks their nose, so we shouldn't trust them because that's gross. What fallacy have you committed?",ad hominem,fallacy of relevance
Being overweight leads to a shortened lifespan because it's unhealthy.,circular reasoning,fallacies of presumption
If I make an exception for you then I'll have to make an exception for everyone,faulty generalization,fallacies of defective induction
"There are felons that cannot be rehabilitated (serial killers, people with mental disorders that have committed murder) and the death penalty should be considered for these groups as they suck up resources that would be better allocated elsewhere.",fallacy of slippery slope,fallacies of defective induction
"""Proper web practices"" is a subjective term. Few popular JavaScript style guides nowadays recommends not using them where they are unnecessary (as in the code works without them).",circular reasoning,fallacies of presumption
"Education is important for the future of the American people and our country. So, you should choose to study at St. Cloud State University.",fallacy of red herring,fallacy of relevance
"How do you square your hatred of analyzing the Jewish supposed holocaust of 6 million (a figure that was thrown around pre 1900 to represent 'all Jews') - with the far greater genocide of 110 million Africans in the slave trade, when 85%+ of documented slave traders were Jewish? 90% died on ships.",fallacy of red herring,fallacy of relevance
You can go to bed in 5 minutes or you can go to bed in ten minutes. What's your choice?,false dilemma,fallacies of defective induction
They are dangerous militants out to destroy our peaceful way of life.,appeal to emotion,fallacy of relevance
My teacher told us she learned the hard way that procrastination is a bad habit!,faulty generalization,fallacies of defective induction
"Historically, punitive punishment has been used to draw confessions from suspects.",fallacy of red herring,fallacy of relevance
America is still living in a racist time against African Americans,circular reasoning,fallacies of presumption
The reason billions of children starve to death each year is because we live in a world that does not care.,circular reasoning,fallacies of presumption
"""Annie must like Starbucks because all white girls like Starbucks.""",faulty generalization,fallacies of defective induction
What she says about Kepler's astronomy theory of the 1600's must be just so much garbage. Do you realize she's only fifteen years old?,ad hominem,fallacy of relevance
You should give me a promotion. I have a lot of debt and am behind on my rent.,appeal to emotion,fallacy of relevance
"Dustin: ""Why do you always deflect the argument by insulting me?""
 Ann: ""You're ugly and poor!""",ad hominem,fallacy of relevance
"Hollywood and organized Jewry sprung into action to fabricate slanderous calumnus claims against the German people in order to poison the well against white pride, convert white people into pliable guilt-servants and cement themselves as people above criticism or the normal rules of life.",false causality,fallacies of defective induction
"The fact that humans (in modern societies) can now have a healthy and fulfilling diet without the need to kill animals for their protein, makes it immoral to continue killing sentient beings just for their taste. If we can avoid killing it is our moral duty to do so.",ad populum,fallacy of relevance
"It's marketed to developers by billion dollar Facebook, a company historically intent on squashing startups.",ad hominem,fallacy of relevance
Distracting and dangerous mobile devices should be banned from use in vehicles.,circular reasoning,fallacies of presumption
100 serial killers escape each kills one innocent person => 100 innocent persons suffer,fallacy of red herring,fallacy of relevance
My opponent suggests that lowering taxes will be a good idea -- this is coming from a woman who eats a pint of Ben and Jerry's each night!,ad hominem,fallacy of relevance
"Charlie: Illegal posting and sharing of songs online is crippling the music industry.
 Bob: You couldn't be more wrong; the music industry is doing just fine. I can't believe you think the government should be allowed to regulate what I share with my ""friends."" No one wants a world where I can't loan a book to my girlfriend, let my roommate borrow my iPod, or share a funny meme with my blog followers.",fallacy of extension,fallacy of relevance
"Flippityflu: smarter than a Floppityflip.
 Floppityflip: dumber than a Flippityflu.",circular reasoning,fallacies of presumption
"Good design and documentations is far more important for large team, big codebase development.",fallacy of red herring,fallacy of relevance
How much Carbon would be produced just to maintain this tax?,fallacy of red herring,fallacy of relevance
"I have flipped heads five times in a row. As a result, the next flip will probably be tails.",false causality,fallacies of defective induction
"You should always eat everything on your plate, think of all the children in Africa who doesn't always have enough food.",appeal to emotion,fallacy of relevance
"The police said they suspect several people of setting the fire. Therefore, I can't be under suspicion because I was alone all night.",equivocation,fallacy of ambiguity
"You didn't even finish high school, how could you possible know about this?",ad hominem,fallacy of relevance
You don't see every infertile person committing suicide.,fallacy of red herring,fallacy of relevance
"""Gay marriages are just immoral. 70% of Americans think so!""",ad populum,fallacy of relevance
"She is a teacher in a public school, so any claims that she makes about the public school system are biased and untrue.",ad hominem,fallacy of relevance
"If you were a true Catholic, you would never eat meat on Friday even if it was the only food available.",ad populum,fallacy of relevance
"By law labour can't be worth less than the minimum wage.
 Workers won't lose any skills, the same work will remain. How are they banned from the job market?",false causality,fallacies of defective induction
"After Jhon said that we should put more money into health and education, Warren responded by saying that he was surprised that Jhon hates our country so much that he wants to leave it defenseless by cutting military spending.",fallacy of extension,fallacy of relevance
"""There aren't any good restaurants in Sydney; I tried two and they were both horrible.""",faulty generalization,fallacies of defective induction
Giving women the right to vote makes a country more democratic,fallacy of red herring,fallacy of relevance
"""Don't listen to Eddie's arguments on education. He didn't even finish high school"" is an example of",ad hominem,fallacy of relevance
"""Every 0.008 seconds in the United States, a teen accidentally shatters his/her phone screen. You can help put an end to these devastating tragedies: donate now to my Kickstarter fund, the new Bubble-wrap Phone Case X.""",appeal to emotion,fallacy of relevance
"These test results are clearly wrong, and it must be either because the client was malingering or because I bungled the test administration. Taking another look at the test manual, I see now that I bungled the test administration. Therefore the client was not malingering.",false dilemma,fallacies of defective induction
"I know the Professor said that the Bridges of Madison County was smarmy trash and lacked any artistic worth. But I still think he's wrong. After all, it was on the best-seller list for over 100 weeks.
 
 Identify the logical fallacy commited in this argument.",ad populum,fallacy of relevance
Comparing the ownership of private property to one's autonomy over one's body is extremely disingenuous. An argument made from a false analogy like this is not an argument worth addressing.,ad hominem,fallacy of relevance
"""I want my daughter to go to a state university so she can avoid too much debt.""
 ""Why do you think state schools are better than private schools? Harvard and Princeton are private."" What is this?",fallacy of extension,fallacy of relevance
"""I started exercising twice a week, and I just got a babysitting job. Exercising leads to new jobs!""",false causality,fallacies of defective induction
"The city should not be singling out our company's problems at our chemical storage facilities, when the EPA records indicate the city's very own landfill has been cited as needing improvements. The council needs to clean up its own mess, before they go after us.",fallacy of red herring,fallacy of relevance
"If we allow euthanasia, the next thing you know, murder will be legal.",faulty generalization,fallacies of defective induction
"""Birds can fly; therefore, penguins can fly.""",faulty generalization,fallacies of defective induction
"My wife wants to talk about cleaning out the garage, so I asked her what she wants to do with our patio furniture. Now she's shopping for new patio furniture and not asking me about the garage.",fallacy of red herring,fallacy of relevance
We should abolish the death penalty. Even Taylor Swift is opposed to it.,fallacy of credibility,fallacies of defective induction
"Richard Dawkins, an evolutionary biologist and perhaps the foremost expert in the field, says that evolution is true. Therefore, it's true.",fallacy of credibility,fallacies of defective induction
"employment or work in general may not be a zero sum game. If there is intrinsic value in diversity, a diverse team may perform better than the sum of its parts.",fallacy of red herring,fallacy of relevance
Katie likes to read and would rather do that than play sports. Her friends make fun of her and tell her that reading is for nerds. Katie stops reading so much and starts to play sports more.,ad populum,fallacy of relevance
Don't buy any of the clothes made by that company. Most of them are made in China so they must be cheap.,ad hominem,fallacy of relevance
"The punishment, in the case of this act, should be limited to a small fine paid to the woman for the miscarriage.",fallacy of red herring,fallacy of relevance
Presenting an unqualified person or institution as a source of credible information.,fallacy of credibility,fallacies of defective induction
What observations can you cite that disprove the the claim that the world was created?,fallacy of red herring,fallacy of relevance
"occurs when your opponent over-simplifies or misrepresents your argument (i.e., setting up a ""straw man"") to make it easier to attack or refute",fallacy of extension,fallacy of relevance
"Some of that ""labor performed by others"" was slave labor, so, illegitimate.",circular reasoning,fallacies of presumption
"I did not complete my homework last night? Well, you did not do yours last weak either.",ad hominem,fallacy of relevance
"Marriage has traditionally been between a man and a woman; therefore, gay marriage should not be allowed.",fallacy of credibility,fallacies of defective induction
Cardenas roots for a British football team. Clearly he's unfit to be a chef at the new restaurant,ad hominem,fallacy of relevance
"Since your parents named you ‘Harvest,’ they must be farmers.",false causality,fallacies of defective induction
The writer or speaker intentionally misleads the audience by using a word with a double or ambiguous meaning.,equivocation,fallacy of ambiguity
"""The building is closed. I saw 2 people standing outside the door.""What is this type of logical fallacy?",faulty generalization,fallacies of defective induction
Creationism isn't either. So let's not talk about that.,false causality,fallacies of defective induction
"because it is far easier to make large profits by deceit, conflict, theft, bribery, and murder than via hard work.",fallacy of red herring,fallacy of relevance
Look at people like Michael Vick and OJ Simpson. Professional athletes really have no sense of morality.,faulty generalization,fallacies of defective induction
This persuasive technique is used to make you feel left out if you don't join the group.,ad populum,fallacy of relevance
There's no point listening to your opinion on school lunches. Everybody knows you cheat on your math tests.,ad hominem,fallacy of relevance
"peer pressure, persuasion based on the the foundation that everybody's doing it.",ad populum,fallacy of relevance
Can jet beams melt steel fuel?,fallacy of red herring,fallacy of relevance
Which type of logical fallacy is used when a writer incorrectly states that one event has caused another?,false causality,fallacies of defective induction
"""Since 88% of people polled believe in UFOs, they must exist.""",ad populum,fallacy of relevance
"Mom: Watching TV that close will make you go blind, so move back!
 Jonny: That is B.S., Mom. Sorry, I am not moving.",false causality,fallacies of defective induction
"aussume: all problems can be traced back to capitalism => capitalism is a problem.
 the humans naturally developed capitalism => capitalism can be traced back to human nature => human nature is a problem.
 human nature existed before capitalism => human nature can't be traced back to capitalism",circular reasoning,fallacies of presumption
You know Jane Fonda's exercise video's must be worth the money. Look at the great shape she's in.,false causality,fallacies of defective induction
I shouldn’t be punished for staying out past my curfew because I did the dishes earlier today.,fallacy of red herring,fallacy of relevance
Everyone wants the iPhone 11 because it's the best phone on the market!,ad populum,fallacy of relevance
"You're a vegetarian? You do realize that Hitler was a vegetarian, too?",ad hominem,fallacy of relevance
"@fuzzydunlop
 Should I better put that text in a but or a because?",fallacy of red herring,fallacy of relevance
"It's trivially true that game developers are free to do whatever they choose in many countries, but whether or not they *can* represent all women as large-breasted bimbos is an entirely separate question from whether or not they *should* do so.",fallacy of red herring,fallacy of relevance
"""All elephants are big. Some boys are big. Therefore some boys are elephants.""",faulty generalization,fallacies of defective induction
"Simple plain text pages, such as the first web page ever created (see source), work fine on all these devices.",fallacy of red herring,fallacy of relevance
It is an entirely non-consensual practice that would effectively force those living in poverty to surrender their internal tissues at steadily lesser prices.,fallacy of slippery slope,fallacies of defective induction
"""Stephen Hawking in the smartest scientist on the planet, so if he says global warming is real, it must be true!""",fallacy of credibility,fallacies of defective induction
"There are more laws on the books than ever before, and more crimes are being committed than ever before. Therefore, to reduce crime, we must eliminate the laws.",false causality,fallacies of defective induction
Everyone is against child pornography. I asked Mrs. Smith and Mr. Jones at the PTA meeting and they are definitely against it.,faulty generalization,fallacies of defective induction
"Helga: You should not be eating that... it has been scientifically proven that eating fat burgers are no good for your health.
 Hugh: You eat fat burgers all the time so that can't be true.",ad hominem,fallacy of relevance
"Salesman: This car gets better than average gas mileage and is one of the most reliable cars according to Consumer Reports.
 Will: I doubt it""”you obviously just want to sell me that car.",ad hominem,fallacy of relevance
"""Everyone uses Social Media to fundraise, therefore there's no problem with asking for money on social media sites as long as it's going to charity"" SHOWS evidence of what fallacy?",ad populum,fallacy of relevance
My opponent in the election keeps claiming that he wants to give tax credits to poor people. That means that he wants to raise taxes for the middle class.,fallacy of extension,fallacy of relevance
"What constitutes proof? Proof requires an advocate and a skeptic to reach agreement, that is all proof is (in the material sciences). Two parties might never agree not because either is wrong in an absolute sense, but because they do not share initial axioms.",false causality,fallacies of defective induction
"This fast food chain claims that they've served five billion people, so they must have the best hamburger in town. Five billion people can't be wrong!",ad populum,fallacy of relevance
"Since Anna Camacho became vice president of the parent-teacher association, student performance has declined and teacher morale is down. We on the school board believe that Camacho bears sole responsibility for the downtrend.",false causality,fallacies of defective induction
it also allows people to spread out 'fake' knowledege (by fake I mean anything that is not true or it is simply a fallacy),circular reasoning,fallacies of presumption
"How can you possibly believe in evolution? That would mean that you believe that an elephant evolved from a mouse, and that’s just ridiculous",fallacy of extension,fallacy of relevance
"""The police should stop environmental demonstrators from inconveniencing the general public. We pay our taxes.""
 ""Surely global meltdown is infinitely worse than a little inconvenience?""",fallacy of red herring,fallacy of relevance
"Senator: I will vote to increase the defense budget.
 
 Public: Why don't you care about education?",fallacy of extension,fallacy of relevance
Don't listen to her advice about math. She doesn't even know how to tie her own shoes!,ad hominem,fallacy of relevance
"Since many of the students at St. Cloud State University get A's, St. Cloud State must be a top-rated school.",faulty generalization,fallacies of defective induction
"""If you lie, than you will end up in jail."" Is an example of...",faulty generalization,fallacies of defective induction
Verizon advertising the newest Samsung Galaxy phone that they claim everyone else who has bought it loves the new product.,ad populum,fallacy of relevance
"You support capital punishment just because you want an ""eye for an eye,"" but I have several good reasons to believe that capital punishment is fundamentally wrong""¦",fallacy of extension,fallacy of relevance
Distracting your audience from the original issue by introducing an irrelevant topic.,fallacy of red herring,fallacy of relevance
"This trick, which literally means ""to the guy,"" distorts a person's character subtly or blatantly, undermining their reputation regardless of how compelling their point is.",ad hominem,fallacy of relevance
"All the popular guys at school are dyeing their hair purple, so you should, too!",ad populum,fallacy of relevance
"Ted: Biological evolution is both a theory and a fact.
 
 Edwin: That is ridiculous! How can you possibly be absolutely certain that we evolved from pond scum!",fallacy of extension,fallacy of relevance
"It was observed that persons who went out at night often developed the malady. So night air was assumed to be the cause of malaria, and elaborate precautions were taken to shut it out of sleeping quarters",false causality,fallacies of defective induction
This guy in my class with glasses always talks in class so all guys with glasses are talkative.,faulty generalization,fallacies of defective induction
"""I used to have that haircut. Then my mom got a job.""",ad hominem,fallacy of relevance
"The 1% should be expropriated, their richness comes from exploitation of the 99%'s work.",false causality,fallacies of defective induction
An eye for an eye.,circular reasoning,fallacies of presumption
Either we go to war or we appear weak.,false dilemma,fallacies of defective induction
He said a lovely lady like me doesn't have to worry about his bear because this is a man-eating bear.,equivocation,fallacy of ambiguity
"Without this additional insurance, you could find yourself broke and homeless.",appeal to emotion,fallacy of relevance
There is no scientific knowledge as to what happens after death.,fallacy of red herring,fallacy of relevance
Which fallacy is used to attack a person's character,ad hominem,fallacy of relevance
The universe began 5 minutes ago with its state prefabricated just so. Anything before that didn't actually happen.,false causality,fallacies of defective induction
"If you don't say the Pledge of Allegiance, then you must be a traitor.",false dilemma,fallacies of defective induction
"There must be objective rights and wrongs in the universe. If not, how can you possibly say that torturing babies for fun could ever be right?",appeal to emotion,fallacy of relevance
People like him and his (racist?) views. Hence : you might as well call everyone racist,fallacy of red herring,fallacy of relevance
"My philosophy professor believes in ghosts and goes to sÃ©ances. She's an intelligent, educated, person, so ghosts must be real, and spiritualism must be true.",fallacy of credibility,fallacies of defective induction
"""You could either pursue your dream job or stay where you are and be miserable for the rest of your life.""",false dilemma,fallacies of defective induction
It should not be up to any entity to force censorship. Instead we should focus on educating people to watch out for exploitation.,fallacy of red herring,fallacy of relevance
Governments finance themselves through extortion (taxation) and counterfeiting (quantitative easing).,faulty generalization,fallacies of defective induction
A mother who tells the pediatrician that she doesn't trust his judgment because he's never been a mother.,ad hominem,fallacy of relevance
"Either support gun confiscation or have the government provide everyone with his own private nuclear warhead, you decide which one.",false dilemma,fallacies of defective induction
"Sometimes flu vaccines don't work, therefore vaccines are useless.",faulty generalization,fallacies of defective induction
Utilitarian again: A general liberal political course has proved to have a net positive tendency on society because it makes the middle class grow.,circular reasoning,fallacies of presumption
"Men score better on math than women do. Jerry is a man. Therefore, Jerry is better at math than Sylvia, who is a woman.",faulty generalization,fallacies of defective induction
Sleeping until noon is the worst thing to do because it is bad to sleep late.,circular reasoning,fallacies of presumption
Eating five candy bars and drinking two sodas before a test helps me get better grades. I did that and got an A on my last test in history.,false causality,fallacies of defective induction
"Helping the poor won't solve the problem of hunger. Even if the aid is in the form of helping countries increase their resource production (e.g. food), the central problem of ecology (i.e. excessive demand of resource) won't be solved. The central problem of hunger is overpopulation.",fallacy of red herring,fallacy of relevance
If the people you code with are used to spaces your arguing about spaces is counter-productive to your programming.,false causality,fallacies of defective induction
"Almost all of the students I talked to said that they don't like the senator. I'm sure he'll lose the election on Tuesday.
 Which logical fallacy is represented here?",faulty generalization,fallacies of defective induction
"When a person consumes a lot of drugs, his motive of life actually becomes the drug.",fallacy of red herring,fallacy of relevance
I hated the movie because it was the worst movie I ever saw.,circular reasoning,fallacies of presumption
